acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName,Subspecies
"Chlorothraupis stolzmanni (von Berlepsch & Taczanowski, 1884)",1236,SPECIES,ACCEPTED,Chlorothraupis,2488764.0,Chlorothraupis stolzmanni,2488770.0,LC,Chlorothraupis stolzmanni,"(von Berlepsch & Taczanowski, 1884)",Ochre-breasted Tanager,"Chlorothraupis stolzmanni stolzmanni, 0.004061738424045491"
"Cyanocompsa cyanoides (Lafresnaye, 1847)",7,SPECIES,SYNONYM,Cyanocompsa,2490364.0,Cyanocompsa cyanoides,2490370.0,LC,Cyanoloxia cyanoides,"(Lafresnaye, 1847)",Blue-black Grosbeak,
"Pheucticus chrysogaster (Lesson, 1832)",191,SPECIES,ACCEPTED,Pheucticus,2490486.0,Pheucticus chrysogaster,2490491.0,LC,Pheucticus chrysogaster,"(Lesson, 1832)",Golden Grosbeak,"Pheucticus chrysogaster chrysogaster, 0.005263157894736842"
"Pheucticus ludovicianus (Linnaeus, 1766)",181,SPECIES,ACCEPTED,Pheucticus,2490486.0,Pheucticus ludovicianus,2490494.0,LC,Pheucticus ludovicianus,"(Linnaeus, 1766)",Rose-breasted Grosbeak,
"Amaurospiza moesta (Hartlaub, 1853)",1,SPECIES,ACCEPTED,Amaurospiza,2491732.0,Amaurospiza moesta,2491738.0,LC,Amaurospiza moesta,"(Hartlaub, 1853)",Blackish-blue Seedeater,
"Amaurospiza aequatorialis Sharpe, 1888",357,SPECIES,ACCEPTED,Amaurospiza,2491732.0,Amaurospiza aequatorialis,7638086.0,NE,Amaurospiza aequatorialis,"Sharpe, 1888",Ecuadorian Seedeater,
"Cinclus leucocephalus Tschudi, 1844",1481,SPECIES,ACCEPTED,Cinclus,2495086.0,Cinclus leucocephalus,5231776.0,LC,Cinclus leucocephalus,"Tschudi, 1844",White-capped Dipper,"Cinclus leucocephalus leuconotus, 0.0020297699594046007"
"Formicarius nigricapillus Ridgway, 1893",11,SPECIES,ACCEPTED,Formicarius,2490547.0,Formicarius nigricapillus,2490550.0,LC,Formicarius nigricapillus,"Ridgway, 1893",Black-headed Antthrush,
"Formicarius rufipectus Salvin, 1866",2612,SPECIES,ACCEPTED,Formicarius,2490547.0,Formicarius rufipectus,2490552.0,LC,Formicarius rufipectus,"Salvin, 1866",Rufous-breasted Antthrush,"Formicarius rufipectus carrikeri, 0.0015337423312883436"
"Mimus gilvus (Vieillot, 1808)",56,SPECIES,ACCEPTED,Mimus,2494919.0,Mimus gilvus,5231676.0,LC,Mimus gilvus,"(Vieillot, 1808)",Tropical Mockingbird,
"Anisognathus notabilis (P.L.Sclater, 1855)",123,SPECIES,ACCEPTED,Anisognathus,2488031.0,Anisognathus notabilis,5230540.0,LC,Anisognathus notabilis,"(P.L.Sclater, 1855)",Black-chinned Mountain Tanager,
"Anisognathus igniventris (d'Orbigny & Lafresnaye, 1837)",7,SPECIES,ACCEPTED,Anisognathus,2488031.0,Anisognathus igniventris,5230541.0,LC,Anisognathus igniventris,"(d'Orbigny & Lafresnaye, 1837)",Scarlet-bellied Mountain Tanager,
"Anisognathus somptuosus (R.Lesson, 1831)",1107,SPECIES,ACCEPTED,Anisognathus,2488031.0,Anisognathus somptuosus,5230547.0,LC,Anisognathus somptuosus,"(R.Lesson, 1831)",Blue-winged Mountain Tanager,"Anisognathus somptuosus cyanopterus, 0.0009041591320072332"
"Anisognathus somptuosus flavinucha (d'Orbigny & Lafresnaye, 1837)",2,SPECIES,SYNONYM,Anisognathus,2488031.0,Anisognathus somptuosus,5230547.0,LC,Anisognathus flavinucha,"(d'Orbigny & Lafresnaye, 1837)",Blue-winged Mountain Tanager,
"Tangara labradorides (Boissonneau, 1840)",2034,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara labradorides,2488101.0,LC,Tangara labradorides,"(Boissonneau, 1840)",Metallic-green Tanager,"Tangara labradorides labradorides, 0.003453379378391712"
"Tangara nigroviridis (Lafresnaye, 1843)",2581,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara nigroviridis,2488106.0,LC,Tangara nigroviridis,"(Lafresnaye, 1843)",Beryl-spangled Tanager,"Tangara nigroviridis cyanescens, 0.003109211037699184"
"Tangara gyrola (Linnaeus, 1758)",4695,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara gyrola,2488114.0,LC,Tangara gyrola,"(Linnaeus, 1758)",Bay-headed Tanager,"Tangara gyrola nupera, 0.0008526966531656363"
"Tangara johannae (Dalmas, 1900)",1,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara johannae,2488153.0,NT,Tangara johannae,"(Dalmas, 1900)",Blue-whiskered Tanager,
"Tangara vassorii (Boissonneau, 1840)",222,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara vassorii,2488175.0,LC,Tangara vassorii,"(Boissonneau, 1840)",Blue-and-black Tanager,
"Tangara arthus R.Lesson, 1832",9598,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara arthus,2488179.0,LC,Tangara arthus,"R.Lesson, 1832",Golden Tanager,"Tangara arthus goodsoni, 0.0032403052158461376"
"Tangara arthus aurulenta (Lafresnaye, 1843)",4,SPECIES,SYNONYM,Tangara,2488096.0,Tangara arthus,2488179.0,LC,Tangara aurulenta,"(Lafresnaye, 1843)",,
"Tangara florida (P.L.Sclater & Salvin, 1869)",4,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara florida,2488189.0,LC,Tangara florida,"(P.L.Sclater & Salvin, 1869)",Emerald Tanager,
"Tangara parzudakii (Lafresnaye, 1843)",3240,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara parzudakii,2488192.0,LC,Tangara parzudakii,"(Lafresnaye, 1843)",Flame-faced Tanager,"Tangara parzudakii lunigera, 0.0009267840593141798"
"Tangara parzudakii lunigera (P.L.Sclater, 1851)",1,SPECIES,SYNONYM,Tangara,2488096.0,Tangara parzudakii,2488192.0,LC,Tangara lunigera,"(P.L.Sclater, 1851)",,
"Tangara lavinia (Cassin, 1858)",2,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara lavinia,2488206.0,LC,Tangara lavinia,"(Cassin, 1858)",Rufous-winged Tanager,
"Tangara icterocephala (Bonaparte, 1851)",4533,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara icterocephala,2488222.0,LC,Tangara icterocephala,"(Bonaparte, 1851)",Silver-throated Tanager,"Tangara icterocephala icterocephala, 0.0028761061946902654"
"Tangara xanthocephala (Tschudi, 1844)",6,SPECIES,ACCEPTED,Tangara,2488096.0,Tangara xanthocephala,2488242.0,LC,Tangara xanthocephala,"(Tschudi, 1844)",Saffron-crowned Tanager,
"Heterospingus xanthopygius (P.L.Sclater, 1855)",19,SPECIES,ACCEPTED,Heterospingus,2488265.0,Heterospingus xanthopygius,2488266.0,LC,Heterospingus xanthopygius,"(P.L.Sclater, 1855)",Scarlet-browed Tanager,
"Chlorochrysa phoenicotis (Bonaparte, 1851)",435,SPECIES,ACCEPTED,Chlorochrysa,2488272.0,Chlorochrysa phoenicotis,5230596.0,LC,Chlorochrysa phoenicotis,"(Bonaparte, 1851)",Glistening-green Tanager,
"Buthraupis montana (d'Orbigny & Lafresnaye, 1837)",16,SPECIES,ACCEPTED,Buthraupis,2488296.0,Buthraupis montana,2488303.0,LC,Buthraupis montana,"(d'Orbigny & Lafresnaye, 1837)",Hooded Mountain Tanager,
"Bangsia edwardsi (D.G.Elliot, 1865)",28,SPECIES,ACCEPTED,Bangsia,2488329.0,Bangsia edwardsi,2488336.0,LC,Bangsia edwardsi,"(D.G.Elliot, 1865)",Moss-backed Tanager,
"Bangsia edwardsi (D.G.Elliot, 1865)",2,SPECIES,SYNONYM,Bangsia,2488329.0,Bangsia edwardsi,2488336.0,NE,Buthraupis edwardsi,"D.G.Elliot, 1865",,
"Dacnis cayana (Linnaeus, 1766)",46,SPECIES,ACCEPTED,Dacnis,2488348.0,Dacnis cayana,2488352.0,LC,Dacnis cayana,"(Linnaeus, 1766)",Blue Dacnis,
"Dacnis lineata (J.F.Gmelin, 1789)",889,SPECIES,ACCEPTED,Dacnis,2488348.0,Dacnis lineata,2488364.0,LC,Dacnis lineata,"(J.F.Gmelin, 1789)",Black-faced Dacnis,
"Dacnis egregia P.L.Sclater, 1855",8,SPECIES,ACCEPTED,Dacnis,2488348.0,Dacnis egregia,6100781.0,LC,Dacnis egregia,"P.L.Sclater, 1855",Yellow-tufted Dacnis,"Dacnis lineata aequatorialis, 0.75; Dacnis egregia aequatorialis, 0.14285714285714285"
"Ramphocelus flammigerus (Jardine & Selby, 1833)",13121,SPECIES,ACCEPTED,Ramphocelus,2488419.0,Ramphocelus flammigerus,2488439.0,LC,Ramphocelus flammigerus,"(Jardine & Selby, 1833)",Flame-rumped Tanager,
"Ramphocelus icteronotus Bonaparte, 1838",344,SPECIES,ACCEPTED,Ramphocelus,2488419.0,Ramphocelus icteronotus,5845475.0,LC,Ramphocelus icteronotus,"Bonaparte, 1838",Lemon-rumped Tanager,"Ramphocelus flammigerus icteronotus, 0.9770114942528736"
"Tersina viridis (Illiger, 1811)",4528,SPECIES,ACCEPTED,Tersina,2488544.0,Tersina viridis,2488545.0,LC,Tersina viridis,"(Illiger, 1811)",Swallow Tanager,"Tersina viridis occidentalis, 0.0006629834254143647"
"Tachyphonus rufus (Boddaert, 1783)",4712,SPECIES,ACCEPTED,Tachyphonus,2488565.0,Tachyphonus rufus,2488583.0,LC,Tachyphonus rufus,"(Boddaert, 1783)",White-lined Tanager,
"Tachyphonus delatrii Lafresnaye, 1847",5,SPECIES,ACCEPTED,Tachyphonus,2488565.0,Tachyphonus delatrii,2488592.0,LC,Tachyphonus delatrii,"Lafresnaye, 1847",Tawny-crested Tanager,
"Thraupis episcopus (Linnaeus, 1766)",11357,SPECIES,ACCEPTED,Thraupis,2488600.0,Thraupis episcopus,2488602.0,LC,Thraupis episcopus,"(Linnaeus, 1766)",Blue-gray Tanager,"Thraupis episcopus quaesita, 0.0008812902088657794"
"Thraupis episcopus (Linnaeus, 1766)",4,SPECIES,SYNONYM,Thraupis,2488600.0,Thraupis episcopus,2488602.0,LC,Tangara episcopus,"(Linnaeus, 1766)",Blue-gray Tanager,
"Thraupis palmarum (Wied-Neuwied, 1821)",8083,SPECIES,ACCEPTED,Thraupis,2488600.0,Thraupis palmarum,9436876.0,LC,Thraupis palmarum,"(Wied-Neuwied, 1821)",Palm Tanager,"Thraupis palmarum violilavata, 0.001114689125588308"
"Thraupis palmarum (Wied-Neuwied, 1821)",1,SPECIES,SYNONYM,Thraupis,2488600.0,Thraupis palmarum,9436876.0,LC,Tangara palmarum,"(Wied-Neuwied, 1821)",Palm Tanager,
"Iridosornis rufivertex (Lafresnaye, 1842)",1,SPECIES,ACCEPTED,Iridosornis,2488643.0,Iridosornis rufivertex,2488644.0,LC,Iridosornis rufivertex,"(Lafresnaye, 1842)",Golden-crowned Tanager,
"Iridosornis porphyrocephalus P.L.Sclater, 1856",1,SPECIES,ACCEPTED,Iridosornis,2488643.0,Iridosornis porphyrocephalus,2488652.0,NT,Iridosornis porphyrocephalus,"P.L.Sclater, 1856",Purplish-mantled Tanager,
"Iridophanes pulcherrimus (P.L.Sclater, 1853)",11,SPECIES,ACCEPTED,Iridophanes,2488676.0,Iridophanes pulcherrimus,2488677.0,LC,Iridophanes pulcherrimus,"(P.L.Sclater, 1853)",Golden-collared Honeycreeper,
"Thlypopsis ornata (P.L.Sclater, 1859)",34,SPECIES,ACCEPTED,Thlypopsis,2488683.0,Thlypopsis ornata,2488696.0,LC,Thlypopsis ornata,"(P.L.Sclater, 1859)",Rufous-chested Tanager,
"Thlypopsis superciliaris (Lafresnaye, 1840)",2,SPECIES,SYNONYM,Thlypopsis,2488683.0,Thlypopsis superciliaris,9637395.0,LC,Hemispingus superciliaris,"(Lafresnaye, 1840)",Superciliaried Hemispingus,
"Chlorophanes spiza (Linnaeus, 1758)",548,SPECIES,ACCEPTED,Chlorophanes,2488785.0,Chlorophanes spiza,5230641.0,LC,Chlorophanes spiza,"(Linnaeus, 1758)",Green Honeycreeper,
"Pipraeidea melanonota (Vieillot, 1819)",2770,SPECIES,ACCEPTED,Pipraeidea,2488794.0,Pipraeidea melanonota,2488795.0,LC,Pipraeidea melanonota,"(Vieillot, 1819)",Fawn-breasted Tanager,"Pipraeidea melanonota venezuelensis, 0.0014461315979754157"
"Diglossa albilatera Lafresnaye, 1843",142,SPECIES,ACCEPTED,Diglossa,2488798.0,Diglossa albilatera,5230649.0,LC,Diglossa albilatera,"Lafresnaye, 1843",White-sided Flowerpiercer,"Diglossa albilatera albilatera, 0.0070921985815602835"
"Diglossa sittoides (d'Orbigny & Lafresnaye, 1838)",18,SPECIES,ACCEPTED,Diglossa,2488798.0,Diglossa sittoides,5230689.0,LC,Diglossa sittoides,"(d'Orbigny & Lafresnaye, 1838)",Rusty Flowerpiercer,
"Diglossa cyanea (Lafresnaye, 1840)",326,SPECIES,ACCEPTED,Diglossa,2488798.0,Diglossa cyanea,7342077.0,LC,Diglossa cyanea,"(Lafresnaye, 1840)",Masked Flowerpiercer,
"Cyanerpes caeruleus (Linnaeus, 1758)",269,SPECIES,ACCEPTED,Cyanerpes,2488889.0,Cyanerpes caeruleus,2488903.0,LC,Cyanerpes caeruleus,"(Linnaeus, 1758)",Purple Honeycreeper,
"Catamblyrhynchus diadema Lafresnaye, 1842",14,SPECIES,ACCEPTED,Catamblyrhynchus,2488914.0,Catamblyrhynchus diadema,2488915.0,LC,Catamblyrhynchus diadema,"Lafresnaye, 1842",Plushcap,
"Catamenia analis (d'Orbigny & Lafresnaye, 1837)",13,SPECIES,ACCEPTED,Catamenia,2491184.0,Catamenia analis,2491185.0,LC,Catamenia analis,"(d'Orbigny & Lafresnaye, 1837)",Band-tailed Seedeater,
"Haplospiza rustica (Tschudi, 1844)",9,SPECIES,ACCEPTED,Haplospiza,2491288.0,Haplospiza rustica,2491290.0,LC,Haplospiza rustica,"(Tschudi, 1844)",Slaty Finch,
"Sporophila luctuosa (Lafresnaye, 1843)",420,SPECIES,ACCEPTED,Sporophila,2491308.0,Sporophila luctuosa,2491313.0,LC,Sporophila luctuosa,"(Lafresnaye, 1843)",Black-and-white Seedeater,
"Sporophila schistacea (Lawrence, 1862)",1,SPECIES,ACCEPTED,Sporophila,2491308.0,Sporophila schistacea,2491321.0,LC,Sporophila schistacea,"(Lawrence, 1862)",Slate-coloured Seedeater,
"Sporophila nigricollis (Vieillot, 1823)",4546,SPECIES,ACCEPTED,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,LC,Sporophila nigricollis,"(Vieillot, 1823)",Yellow-bellied Seedeater,"Sporophila nigricollis olivacea, 0.001102049812651532; Sporophila nigricollis vivida, 0.0008806693086745927"
"Sporophila telasco (R.Lesson, 1828)",1,SPECIES,ACCEPTED,Sporophila,2491308.0,Sporophila telasco,2491354.0,LC,Sporophila telasco,"(R.Lesson, 1828)",Chestnut-throated Seedeater,
"Sporophila corvina (P.L.Sclater, 1860)",5067,SPECIES,ACCEPTED,Sporophila,2491308.0,Sporophila corvina,2491356.0,LC,Sporophila corvina,"(P.L.Sclater, 1860)",Variable Seedeater,"Sporophila corvina ophthalmica, 0.0025722200237435692"
"Sporophila corvina ophthalmica (P.L.Sclater, 1860)",2,SPECIES,SYNONYM,Sporophila,2491308.0,Sporophila corvina,2491356.0,LC,Sporophila ophthalmica,"(P.L.Sclater, 1860)",,
"Sporophila funerea (P.L.Sclater, 1860)",167,SPECIES,ACCEPTED,Sporophila,2491308.0,Sporophila funerea,7465752.0,LC,Sporophila funerea,"(P.L.Sclater, 1860)",Thick-billed Seed Finch,
"Volatinia jacarina (Linnaeus, 1766)",1067,SPECIES,ACCEPTED,Volatinia,2491740.0,Volatinia jacarina,2491741.0,LC,Volatinia jacarina,"(Linnaeus, 1766)",Blue-black Grassquit,"Volatinia jacarina peruviensis, 0.0009380863039399625"
"Tiaris olivaceus (Linnaeus, 1766)",203,SPECIES,ACCEPTED,Tiaris,2491799.0,Tiaris olivaceus,5231037.0,LC,Tiaris olivaceus,"(Linnaeus, 1766)",Yellow-faced Grassquit,"Tiaris olivaceus pusillus, 0.0049504950495049506"
"Porphyrospiza alaudina (Kittlitz, 1833)",7,SPECIES,SYNONYM,Porphyrospiza,2491829.0,Porphyrospiza alaudina,10700051.0,NE,Rhopospina alaudina,"(Kittlitz, 1833)",Band-tailed Sierra Finch,
"Sicalis luteola (Sparrman, 1789)",7,SPECIES,ACCEPTED,Sicalis,2491831.0,Sicalis luteola,2491846.0,LC,Sicalis luteola,"(Sparrman, 1789)",Grassland Yellow Finch,
"Sicalis flaveola (Linnaeus, 1766)",650,SPECIES,ACCEPTED,Sicalis,2491831.0,Sicalis flaveola,2491862.0,LC,Sicalis flaveola,"(Linnaeus, 1766)",Saffron Finch,
"Rhodospingus cruentus (R.Lesson, 1844)",2,SPECIES,ACCEPTED,Rhodospingus,2491894.0,Rhodospingus cruentus,2491895.0,LC,Rhodospingus cruentus,"(R.Lesson, 1844)",Crimson-breasted Finch,
"Paroaria coronata (J.F.Miller, 1776)",1,SPECIES,ACCEPTED,Paroaria,2492080.0,Paroaria coronata,2492081.0,LC,Paroaria coronata,"(J.F.Miller, 1776)",Red-crested Cardinal,
"Coereba flaveola (Linnaeus, 1758)",8105,SPECIES,ACCEPTED,Coereba,2493743.0,Coereba flaveola,2493744.0,LC,Coereba flaveola,"(Linnaeus, 1758)",Bananaquit,"Coereba flaveola intermedia, 0.003094059405940594"
"Hemithraupis guira (Linnaeus, 1766)",2288,SPECIES,ACCEPTED,Hemithraupis,3241506.0,Hemithraupis guira,2488072.0,LC,Hemithraupis guira,"(Linnaeus, 1766)",Guira Tanager,
"Chalcothraupis ruficervix (Prévost & Des Murs, 1842)",3047,SPECIES,ACCEPTED,Chalcothraupis,4844667.0,Chalcothraupis ruficervix,10985391.0,NE,Chalcothraupis ruficervix,"(Prévost & Des Murs, 1842)",Golden-naped Tanager,
"Rauenia bonariensis (J.F.Gmelin, 1789)",23,SPECIES,ACCEPTED,Rauenia,4845719.0,Rauenia bonariensis,11345373.0,NE,Rauenia bonariensis,"(J.F.Gmelin, 1789)",Blue-and-yellow Tanager,
"Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)",161,SPECIES,ACCEPTED,Sporathraupis,4845721.0,Sporathraupis cyanocephala,8965072.0,LC,Sporathraupis cyanocephala,"(d'Orbigny & Lafresnaye, 1837)",Blue-capped Tanager,
"Geospizopsis plebejus (Tschudi, 1844)",9,SPECIES,ACCEPTED,Geospizopsis,4848401.0,Geospizopsis plebejus,9635084.0,LC,Geospizopsis plebejus,"(Tschudi, 1844)",Ash-breasted Sierra Finch,
"Sphenopsis frontalis (Tschudi, 1844)",1,SPECIES,ACCEPTED,Sphenopsis,4851602.0,Sphenopsis frontalis,9370602.0,LC,Sphenopsis frontalis,"(Tschudi, 1844)",Oleaginous Hemispingus,
"Sphenopsis melanotis (P.L.Sclater, 1855)",48,SPECIES,ACCEPTED,Sphenopsis,4851602.0,Sphenopsis melanotis,9398243.0,LC,Sphenopsis melanotis,"(P.L.Sclater, 1855)",Black-eared Hemispingus,
"Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)",1,SPECIES,ACCEPTED,Sphenopsis,4851602.0,Sphenopsis ochracea,11072745.0,LC,Sphenopsis ochracea,"(Berlepsch & Taczanowski, 1884)",Western Hemispingus,
"Ixothraupis rufigula (Bonaparte, 1851)",1977,SPECIES,ACCEPTED,Ixothraupis,4851933.0,Ixothraupis rufigula,9315630.0,NE,Ixothraupis rufigula,"(Bonaparte, 1851)",Rufous-throated Tanager,
"Ixothraupis rufigula (Bonaparte, 1851)",3,SPECIES,SYNONYM,Ixothraupis,4851933.0,Ixothraupis rufigula,9315630.0,LC,Tangara rufigula,"(Bonaparte, 1851)",Rufous-throated Tanager,
"Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)",2535,SPECIES,ACCEPTED,Loriotus,4852603.0,Loriotus luctuosus,10802560.0,NE,Loriotus luctuosus,"(d'Orbigny & Lafresnaye, 1837)",White-shouldered Tanager,
"Chlorornis riefferii (Boissonneau, 1840)",62,SPECIES,ACCEPTED,Chlorornis,5230634.0,Chlorornis riefferii,5230635.0,LC,Chlorornis riefferii,"(Boissonneau, 1840)",Grass-green Tanager,
"Saltator striatipectus Lafresnaye, 1847",134,SPECIES,ACCEPTED,Saltator,5428759.0,Saltator striatipectus,5230928.0,LC,Saltator striatipectus,"Lafresnaye, 1847",Streaked Saltator,
"Saltator maximus (P.L.S.Müller, 1776)",6347,SPECIES,ACCEPTED,Saltator,5428759.0,Saltator maximus,5230942.0,LC,Saltator maximus,"(P.L.S.Müller, 1776)",Buff-throated Saltator,"Saltator maximus maximus, 0.0006306164275579379"
"Saltator atripennis P.L.Sclater, 1857",4792,SPECIES,ACCEPTED,Saltator,5428759.0,Saltator atripennis,5230952.0,LC,Saltator atripennis,"P.L.Sclater, 1857",Black-winged Saltator,
"Saltator grossus (Linnaeus, 1767)",18,SPECIES,ACCEPTED,Saltator,5428759.0,Saltator grossus,5230955.0,LC,Saltator grossus,"(Linnaeus, 1767)",Slate-coloured Grosbeak,
"Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)",1313,SPECIES,ACCEPTED,Asemospiza,7666090.0,Asemospiza obscura,11049909.0,LC,Asemospiza obscura,"(d'Orbigny & Lafresnaye, 1837)",Dull-coloured Grassquit,"Asemospiza obscura pauper, 0.0022900763358778627"
"Poecilostreptus palmeri (Hellmayr, 1909)",105,SPECIES,ACCEPTED,Poecilostreptus,7813472.0,Poecilostreptus palmeri,11090140.0,NE,Poecilostreptus palmeri,"(Hellmayr, 1909)",Grey-and-gold Tanager,
"Stilpnia heinei (Cabanis, 1851)",590,SPECIES,ACCEPTED,Stilpnia,8198888.0,Stilpnia heinei,10913109.0,NE,Stilpnia heinei,"(Cabanis, 1851)",Black-capped Tanager,
"Stilpnia larvata (Du Bus de Gisignies, 1846)",60,SPECIES,ACCEPTED,Stilpnia,8198888.0,Stilpnia larvata,10955666.0,NE,Stilpnia larvata,"(Du Bus de Gisignies, 1846)",Golden-hooded Tanager,
"Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)",7383,SPECIES,ACCEPTED,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,NE,Stilpnia cyanicollis,"(d'Orbigny & Lafresnaye, 1837)",Blue-necked Tanager,"Stilpnia cyanicollis cyanopygia, 0.003534049204838929"
"Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)",1,SPECIES,SYNONYM,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,LC,Tangara cyanicollis,"(d'Orbigny & Lafresnaye, 1837)",Blue-necked Tanager,
"Stilpnia vitriolina (Cabanis, 1851)",22,SPECIES,ACCEPTED,Stilpnia,8198888.0,Stilpnia vitriolina,11081628.0,NE,Stilpnia vitriolina,"(Cabanis, 1851)",Scrub Tanager,
"Conirostrum cinereum d'Orbigny & Lafresnaye, 1838",13,SPECIES,ACCEPTED,Conirostrum,8406176.0,Conirostrum cinereum,5230612.0,LC,Conirostrum cinereum,"d'Orbigny & Lafresnaye, 1838",Cinereous Conebill,
"Conirostrum albifrons Lafresnaye, 1842",77,SPECIES,ACCEPTED,Conirostrum,8406176.0,Conirostrum albifrons,5230627.0,LC,Conirostrum albifrons,"Lafresnaye, 1842",Capped Conebill,
"Cinnycerthia unirufa (Lafresnaye, 1840)",21,SPECIES,ACCEPTED,Cinnycerthia,2493786.0,Cinnycerthia unirufa,2493788.0,LC,Cinnycerthia unirufa,"(Lafresnaye, 1840)",Rufous Wren,
"Cinnycerthia olivascens Sharpe, 1882",89,SPECIES,ACCEPTED,Cinnycerthia,2493786.0,Cinnycerthia olivascens,7341239.0,LC,Cinnycerthia olivascens,"Sharpe, 1882",Sepia-brown Wren,
"Troglodytes solstitialis P.L.Sclater, 1859",195,SPECIES,ACCEPTED,Troglodytes,2493899.0,Troglodytes solstitialis,5231437.0,LC,Troglodytes solstitialis,"P.L.Sclater, 1859",Mountain Wren,
"Troglodytes aedon Vieillot, 1809",7464,SPECIES,ACCEPTED,Troglodytes,2493899.0,Troglodytes aedon,5231459.0,LC,Troglodytes aedon,"Vieillot, 1809",Northern House Wren,"Troglodytes aedon albicans, 0.0013415615776764154"
"Troglodytes musculus J.F.Naumann, 1823",81,SPECIES,ACCEPTED,Troglodytes,2493899.0,Troglodytes musculus,8346347.0,NE,Troglodytes musculus,"J.F.Naumann, 1823",Southern House Wren,
"Campylorhynchus zonatus (Lesson, 1832)",24,SPECIES,ACCEPTED,Campylorhynchus,2493929.0,Campylorhynchus zonatus,5231469.0,LC,Campylorhynchus zonatus,"(Lesson, 1832)",Band-backed Wren,"Campylorhynchus zonatus brevirostris, 0.09090909090909091"
"Henicorhina leucophrys (Tschudi, 1844)",5276,SPECIES,ACCEPTED,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,LC,Henicorhina leucophrys,"(Tschudi, 1844)",Grey-breasted Wood Wren,"Henicorhina leucophrys brunneiceps, 0.0009491268033409263; Henicorhina leucophrys hilaris, 0.00037929072634174094; Henicorhina leucophrys leucophrys, 0.0001895734597156398"
"Cantorchilus nigricapillus (P.L.Sclater, 1860)",5410,SPECIES,ACCEPTED,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,LC,Cantorchilus nigricapillus,"(P.L.Sclater, 1860)",Bay Wren,"Cantorchilus nigricapillus nigricapillus, 0.0011102886750555144"
"Cantorchilus nigricapillus (P.L.Sclater, 1860)",4,SPECIES,SYNONYM,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,LC,Thryothorus nigricapillus,"P.L.Sclater, 1860",Bay Wren,
"Pheugopedius mystacalis (P.L.Sclater, 1860)",364,SPECIES,ACCEPTED,Pheugopedius,7341112.0,Pheugopedius mystacalis,7341190.0,LC,Pheugopedius mystacalis,"(P.L.Sclater, 1860)",Whiskered Wren,"Pheugopedius mystacalis mystacalis, 0.0027548209366391185"
"Pheugopedius euophrys (P.L.Sclater, 1860)",89,SPECIES,ACCEPTED,Pheugopedius,7341112.0,Pheugopedius euophrys,7341209.0,LC,Pheugopedius euophrys,"(P.L.Sclater, 1860)",Plain-tailed Wren,
"Microcerculus marginatus (P.L.Sclater, 1855)",2154,SPECIES,ACCEPTED,Microcerculus,7939828.0,Microcerculus marginatus,2493836.0,LC,Microcerculus marginatus,"(P.L.Sclater, 1855)",Southern Nightingale-Wren,"Microcerculus marginatus taeniatus, 0.0009293680297397769"
"Cyclarhis gujanensis (Gmelin, 1789)",1,SPECIES,ACCEPTED,Cyclarhis,2487403.0,Cyclarhis gujanensis,2487404.0,LC,Cyclarhis gujanensis,"(Gmelin, 1789)",Rufous-browed Peppershrike,
"Cyclarhis nigrirostris Lafresnaye, 1842",46,SPECIES,ACCEPTED,Cyclarhis,2487403.0,Cyclarhis nigrirostris,2487405.0,LC,Cyclarhis nigrirostris,"Lafresnaye, 1842",Black-billed Peppershrike,
"Vireo flavoviridis (Cassin, 1851)",1,SPECIES,ACCEPTED,Vireo,2487406.0,Vireo flavoviridis,2487426.0,LC,Vireo flavoviridis,"(Cassin, 1851)",Yellow-green Vireo,
"Vireo olivaceus chivi (Vieillot, 1817)",2418,SPECIES,SYNONYM,Vireo,2487406.0,Vireo olivaceus,2487430.0,LC,Vireo chivi,"(Vieillot, 1817)",Chivi Vireo,
