taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
6066396	Nyctanassa violacea caliginis Wetmore, 1946	6066396	Nyctanassa violacea caliginis Wetmore, 1946	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Nyctanassa	2480952	Nyctanassa violacea	2480953	
6100894	Turdus daguae Berlepsch, 1897	6100894	Turdus daguae Berlepsch, 1897	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus daguae	6100894	NE
6065716	Micrastur ruficollis interstes Bangs, 1907	6065716	Micrastur ruficollis interstes Bangs, 1907	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Micrastur	2481081	Micrastur ruficollis	2481082	
2491402	Atlapetes crassus Bangs, 1908	2491402	Atlapetes crassus Bangs, 1908	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Atlapetes	2491388	Atlapetes crassus	2491402	LC
6093350	Setophaga cerulea (A.Wilson, 1810)	6093350	Setophaga cerulea (A.Wilson, 1810)	111	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga cerulea	6093350	NT
2491862	Sicalis flaveola (Linnaeus, 1766)	2491862	Sicalis flaveola (Linnaeus, 1766)	650	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sicalis	2491831	Sicalis flaveola	2491862	LC
7191807	Premnoplex brunnescens brunnescens	7191807	Premnoplex brunnescens brunnescens	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Premnoplex	2485275	Premnoplex brunnescens	2485279	
8357694	Heliodoxa jacula jamersoni (Bourcier, 1851)	8357694	Heliodoxa jacula jamersoni (Bourcier, 1851)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Heliodoxa	2476930	Heliodoxa jacula	2476948	
2480599	Accipiter bicolor (Vieillot, 1817)	2480599	Accipiter bicolor (Vieillot, 1817)	304	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter bicolor	2480599	LC
6089637	Grallaria gigantea hylodroma Wetmore, 1945	6089637	Grallaria gigantea hylodroma Wetmore, 1945	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Grallariidae	6101110	Grallaria	2490516	Grallaria gigantea	2490517	
6172087	Euphonia xanthogaster quitensis (Nelson, 1912)	6172087	Euphonia xanthogaster quitensis (Nelson, 1912)	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Euphonia	2487948	Euphonia xanthogaster	2488011	
6178825	Heliodoxa jacula jamesoni (Bourcier, 1851)	8357694	Heliodoxa jacula jamersoni (Bourcier, 1851)	8	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Heliodoxa	2476930	Heliodoxa jacula	2476948	
7876013	Tangara lunigera (P.L.Sclater, 1851)	6172359	Tangara parzudakii lunigera (P.L.Sclater, 1851)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara parzudakii	2488192	LC
2484052	Phyllomyias zeledoni (Lawrence, 1869)	6174709	Phyllomyias burmeisteri zeledoni (Lawrence, 1869)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Phyllomyias	2484032	Phyllomyias burmeisteri	2484049	LC
9635084	Geospizopsis plebejus (Tschudi, 1844)	9635084	Geospizopsis plebejus (Tschudi, 1844)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Geospizopsis	4848401	Geospizopsis plebejus	9635084	LC
5229688	Tyrannus tyrannus (Linnaeus, 1758)	5229688	Tyrannus tyrannus (Linnaeus, 1758)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus tyrannus	5229688	LC
5232137	Glaucidium jardinii (Bonaparte, 1855)	5232137	Glaucidium jardinii (Bonaparte, 1855)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Glaucidium	2497151	Glaucidium jardinii	5232137	LC
2488545	Tersina viridis (Illiger, 1811)	2488545	Tersina viridis (Illiger, 1811)	4525	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tersina	2488544	Tersina viridis	2488545	LC
6179656	Patagioenas plumbea chapmani (Ridgway, 1916)	6179656	Patagioenas plumbea chapmani (Ridgway, 1916)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Patagioenas	2495265	Patagioenas plumbea	2495314	
2482929	Myiozetetes granadensis Lawrence, 1862	2482929	Myiozetetes granadensis Lawrence, 1862	479	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiozetetes	2482912	Myiozetetes granadensis	2482929	LC
7341209	Pheugopedius euophrys (P.L.Sclater, 1860)	7341209	Pheugopedius euophrys (P.L.Sclater, 1860)	89	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Pheugopedius	7341112	Pheugopedius euophrys	7341209	LC
2483410	Megarynchus pitangua (Linnaeus, 1766)	2483410	Megarynchus pitangua (Linnaeus, 1766)	121	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Megarynchus	2483409	Megarynchus pitangua	2483410	LC
6170689	Pyrrhura melanura pacifica Chapman, 1915	6170689	Pyrrhura melanura pacifica Chapman, 1915	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Pyrrhura	2479799	Pyrrhura melanura	2479824	
2476533	Thalurania furcata (J.F.Gmelin, 1788)	2476533	Thalurania furcata (J.F.Gmelin, 1788)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Thalurania	2476526	Thalurania furcata	2476533	LC
2478564	Campephilus melanoleucos (J.F.Gmelin, 1788)	2478564	Campephilus melanoleucos (J.F.Gmelin, 1788)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Campephilus	2478560	Campephilus melanoleucos	2478564	LC
2480535	Buteo albigula Philippi, 1899	2480535	Buteo albigula Philippi, 1899	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo albigula	2480535	LC
6171072	Dendrocincla fuliginosa ridgwayi Oberholser, 1904	6171072	Dendrocincla fuliginosa ridgwayi Oberholser, 1904	11	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Dendrocincla	2485949	Dendrocincla fuliginosa	2485950	
2477082	Streptoprocne zonaris (Shaw, 1796)	2477082	Streptoprocne zonaris (Shaw, 1796)	3446	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Apodidae	2993	Streptoprocne	2477070	Streptoprocne zonaris	2477082	LC
2481082	Micrastur ruficollis (Vieillot, 1817)	2481082	Micrastur ruficollis (Vieillot, 1817)	288	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Micrastur	2481081	Micrastur ruficollis	2481082	LC
6172432	Chlorospingus flavigularis marginatus Chapman, 1914	6172432	Chlorospingus flavigularis marginatus Chapman, 1914	10	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Chlorospingus	2488700	Chlorospingus flavigularis	2488703	
2488101	Tangara labradorides (Boissonneau, 1840)	2488101	Tangara labradorides (Boissonneau, 1840)	2027	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tangara	2488096	Tangara labradorides	2488101	LC
9599432	Poliocrania exsul (P.L.Sclater, 1859)	2490163	Myrmeciza exsul P.L.Sclater, 1859	1341	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Myrmeciza	2490145	Myrmeciza exsul	2490163	LC
6171449	Sclerurus mexicanus obscurior Hartert, 1901	6171449	Sclerurus mexicanus obscurior Hartert, 1901	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Sclerurus	2485208	Sclerurus mexicanus	2485221	
6172605	Pipreola riefferii occidentalis (Chapman, 1914)	6172605	Pipreola riefferii occidentalis (Chapman, 1914)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Pipreola	2486358	Pipreola riefferii	2486371	
7192799	Phaethornis syrmatophorus syrmatophorus	7192799	Phaethornis syrmatophorus syrmatophorus	9	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Phaethornis	2476571	Phaethornis syrmatophorus	2476589	
2474825	Rallus limicola Vieillot, 1819	2474825	Rallus limicola Vieillot, 1819	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Rallus	2474794	Rallus limicola	2474825	LC
2477042	Coeligena wilsoni (Delattre & Bourcier, 1846)	2477042	Coeligena wilsoni (Delattre & Bourcier, 1846)	2492	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Coeligena	2477027	Coeligena wilsoni	2477042	LC
2477062	Coeligena coeligena (R.Lesson, 1833)	2477062	Coeligena coeligena (R.Lesson, 1833)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Coeligena	2477027	Coeligena coeligena	2477062	LC
2487404	Cyclarhis gujanensis (Gmelin, 1789)	2487404	Cyclarhis gujanensis (Gmelin, 1789)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Cyclarhis	2487403	Cyclarhis gujanensis	2487404	LC
2490202	Myrmotherula schisticolor (Lawrence, 1865)	2490202	Myrmotherula schisticolor (Lawrence, 1865)	874	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Myrmotherula	2490167	Myrmotherula schisticolor	2490202	LC
5230955	Saltator grossus (Linnaeus, 1767)	5230955	Saltator grossus (Linnaeus, 1767)	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Saltator	5428759	Saltator grossus	5230955	LC
6171258	Lepidocolaptes lacrymiger aequatorialis (Menegaux, 1912)	6171258	Lepidocolaptes lacrymiger aequatorialis (Menegaux, 1912)	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Lepidocolaptes	2486010	Lepidocolaptes lacrymiger	2486011	
2488735	Chlorospingus semifuscus P.L.Sclater & Salvin, 1873	2488735	Chlorospingus semifuscus P.L.Sclater & Salvin, 1873	1707	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Chlorospingus	2488700	Chlorospingus semifuscus	2488735	LC
5228485	Colibri delphinae (R.Lesson, 1839)	5228485	Colibri delphinae (R.Lesson, 1839)	4905	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Colibri	5228473	Colibri delphinae	5228485	LC
12003679	Microspizias superciliosus (Linnaeus, 1766)	2480580	Accipiter superciliosus (Linnaeus, 1766)	17	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter superciliosus	2480580	NE
2482198	Penelope montagnii (Bonaparte, 1856)	2482198	Penelope montagnii (Bonaparte, 1856)	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Cracidae	5237	Penelope	2482191	Penelope montagnii	2482198	LC
2486011	Lepidocolaptes lacrymiger (Des Murs, 1849)	2486011	Lepidocolaptes lacrymiger (Des Murs, 1849)	2244	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Lepidocolaptes	2486010	Lepidocolaptes lacrymiger	2486011	LC
5230612	Conirostrum cinereum d'Orbigny & Lafresnaye, 1838	5230612	Conirostrum cinereum d'Orbigny & Lafresnaye, 1838	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Conirostrum	8406176	Conirostrum cinereum	5230612	LC
2480538	Buteo platypterus (Vieillot, 1823)	2480538	Buteo platypterus (Vieillot, 1823)	393	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo platypterus	2480538	LC
2490520	Grallaria alleni Chapman, 1912	2490520	Grallaria alleni Chapman, 1912	54	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Grallariidae	6101110	Grallaria	2490516	Grallaria alleni	2490520	VU
2482183	Chamaepetes goudotii (R.Lesson, 1828)	2482183	Chamaepetes goudotii (R.Lesson, 1828)	740	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Cracidae	5237	Chamaepetes	2482181	Chamaepetes goudotii	2482183	LC
5788512	Spizaetus isidori (Des Murs, 1845)	5788512	Spizaetus isidori (Des Murs, 1845)	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Spizaetus	2480669	Spizaetus isidori	5788512	EN
7991598	Clibanornis rubiginosus rubiginosus	5230262	Automolus rubiginosus (P.L.Sclater, 1857)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Automolus	2485730	Automolus rubiginosus	5230262	
2491741	Volatinia jacarina (Linnaeus, 1766)	2491741	Volatinia jacarina (Linnaeus, 1766)	1066	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Volatinia	2491740	Volatinia jacarina	2491741	LC
7059609	Electron platyrhynchum platyrhynchum	7059609	Electron platyrhynchum platyrhynchum	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Momotidae	5255	Electron	2475319	Electron platyrhynchum	2475321	
7059909	Semnornis ramphastinus ramphastinus	7059909	Semnornis ramphastinus ramphastinus	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Semnornithidae	6101214	Semnornis	2478862	Semnornis ramphastinus	2478863	
2482913	Myiozetetes similis (Spix, 1825)	2482913	Myiozetetes similis (Spix, 1825)	2735	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiozetetes	2482912	Myiozetetes similis	2482913	LC
2485341	Glyphorynchus spirurus (Vieillot, 1819)	2485341	Glyphorynchus spirurus (Vieillot, 1819)	566	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Glyphorynchus	2485340	Glyphorynchus spirurus	2485341	LC
9752617	Ardea alba Linnaeus, 1758	9752617	Ardea alba Linnaeus, 1758	538	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea alba	9752617	LC
2482688	Anairetes parulus (Kittlitz, 1830)	2482688	Anairetes parulus (Kittlitz, 1830)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Anairetes	2482676	Anairetes parulus	2482688	LC
5229569	Fluvicola nengeta atripennis P.L.Sclater, 1860	5229569	Fluvicola nengeta atripennis P.L.Sclater, 1860	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Fluvicola	2482857	Fluvicola nengeta	5229568	
5230547	Anisognathus somptuosus (R.Lesson, 1831)	5230547	Anisognathus somptuosus (R.Lesson, 1831)	1106	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Anisognathus	2488031	Anisognathus somptuosus	5230547	LC
7191331	Nyctidromus albicollis albicollis	7191331	Nyctidromus albicollis albicollis	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Nyctidromus	2496989	Nyctidromus albicollis	2496990	
2477053	Coeligena torquata (Boissonneau, 1840)	2477053	Coeligena torquata (Boissonneau, 1840)	243	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Coeligena	2477027	Coeligena torquata	2477053	LC
2484048	Phyllomyias uropygialis (Lawrence, 1869)	2484048	Phyllomyias uropygialis (Lawrence, 1869)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Phyllomyias	2484032	Phyllomyias uropygialis	2484048	LC
2476385	Aglaiocercus coelestis (Gould, 1861)	2476385	Aglaiocercus coelestis (Gould, 1861)	3113	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Aglaiocercus	2476384	Aglaiocercus coelestis	2476385	LC
2491321	Sporophila schistacea (Lawrence, 1862)	2491321	Sporophila schistacea (Lawrence, 1862)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sporophila	2491308	Sporophila schistacea	2491321	LC
5788448	Trogon chionurus P.L.Sclater & Salvin, 1871	5788448	Trogon chionurus P.L.Sclater & Salvin, 1871	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Trogoniformes	1449	Trogonidae	9356	Trogon	2496633	Trogon chionurus	5788448	LC
2479623	Amazona autumnalis (Linnaeus, 1758)	2479623	Amazona autumnalis (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Amazona	2479603	Amazona autumnalis	2479623	LC
7341191	Pheugopedius mystacalis mystacalis	7341191	Pheugopedius mystacalis mystacalis	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Pheugopedius	7341112	Pheugopedius mystacalis	7341190	
2475486	Chloroceryle americana (J.F.Gmelin, 1788)	2475486	Chloroceryle americana (J.F.Gmelin, 1788)	204	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Chloroceryle	2475481	Chloroceryle americana	2475486	LC
2490005	Gymnopithys bicolor (Lawrence, 1863)	5845946	Gymnopithys leucaspis bicolor (Lawrence, 1863)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Gymnopithys	2490002	Gymnopithys leucaspis	2490003	LC
2496673	Trogon personatus Gould, 1842	2496673	Trogon personatus Gould, 1842	1701	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Trogoniformes	1449	Trogonidae	9356	Trogon	2496633	Trogon personatus	2496673	LC
5230354	Pachyramphus albogriseus salvini Richmond, 1899	5230354	Pachyramphus albogriseus salvini Richmond, 1899	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Pachyramphus	2486256	Pachyramphus albogriseus	5230352	
2495266	Patagioenas fasciata (Say, 1822)	2495266	Patagioenas fasciata (Say, 1822)	786	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Patagioenas	2495265	Patagioenas fasciata	2495266	LC
5230338	Pachyramphus cinnamomeus Lawrence, 1861	5230338	Pachyramphus cinnamomeus Lawrence, 1861	3994	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Pachyramphus	2486256	Pachyramphus cinnamomeus	5230338	LC
2483194	Ochthoeca frontalis (Lafresnaye, 1847)	2483194	Ochthoeca frontalis (Lafresnaye, 1847)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Ochthoeca	2483148	Ochthoeca frontalis	2483194	LC
8033105	Geranoaetus polyosoma (Quoy & Gaimard, 1824)	2480552	Buteo polyosoma (Quoy & Gaimard, 1824)	42	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo polyosoma	2480552	LC
11094483	Automolus virgatus assimilis Berlepsch & Taczanowski, 1884	6171326	Hyloctistes subulatus assimilis (Berlepsch & Taczanowski, 1884)	2	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Hyloctistes	2485498	Hyloctistes subulatus	2485499	
11296330	Chlorophonia cyanocephala (Vieillot, 1819)	2488023	Euphonia cyanocephala (Vieillot, 1819)	999	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Euphonia	2487948	Euphonia cyanocephala	2488023	NE
5231038	Tiaris olivaceus pusillus Swainson, 1827	5231038	Tiaris olivaceus pusillus Swainson, 1827	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tiaris	2491799	Tiaris olivaceus	5231037	
7340755	Scytalopus latrans Hellmayr, 1924	7340755	Scytalopus latrans Hellmayr, 1924	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Rhinocryptidae	5281	Scytalopus	2490976	Scytalopus latrans	7340755	LC
2474589	Laterallus exilis (Temminck, 1831)	2474589	Laterallus exilis (Temminck, 1831)	66	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Laterallus	2474584	Laterallus exilis	2474589	LC
2480830	Bubulcus ibis (Linnaeus, 1758)	2480830	Bubulcus ibis (Linnaeus, 1758)	6256	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Bubulcus	2480829	Bubulcus ibis	2480830	LC
2483936	Zimmerius chrysops (P.L.Sclater, 1859)	2483936	Zimmerius chrysops (P.L.Sclater, 1859)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Zimmerius	2483931	Zimmerius chrysops	2483936	LC
2491354	Sporophila telasco (R.Lesson, 1828)	2491354	Sporophila telasco (R.Lesson, 1828)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Sporophila	2491308	Sporophila telasco	2491354	LC
5232136	Glaucidium nubicola Robbins & Stiles, 1999	5232136	Glaucidium nubicola Robbins & Stiles, 1999	341	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Glaucidium	2497151	Glaucidium nubicola	5232136	VU
2485847	Margarornis squamiger (Orbigny & Lafresnaye, 1838)	2485847	Margarornis squamiger (Orbigny & Lafresnaye, 1838)	84	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Margarornis	2485841	Margarornis squamiger	2485847	LC
2488752	Mitrospingus cassinii (Lawrence, 1861)	2488752	Mitrospingus cassinii (Lawrence, 1861)	132	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Mitrospingidae	9397627	Mitrospingus	2488751	Mitrospingus cassinii	2488752	LC
7340161	Colaptes rubiginosus (Swainson, 1820)	7340161	Colaptes rubiginosus (Swainson, 1820)	3215	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Colaptes	11016979	Colaptes rubiginosus	7340161	LC
2486363	Pipreola jucunda P.L.Sclater, 1860	2486363	Pipreola jucunda P.L.Sclater, 1860	43	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Pipreola	2486358	Pipreola jucunda	2486363	LC
6173562	Arremon aurantiirostris occidentalis Hellmayr, 1911	6173562	Arremon aurantiirostris occidentalis Hellmayr, 1911	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Arremon	2491613	Arremon aurantiirostris	2491628	
2478579	Campephilus gayaquilensis (R.Lesson, 1845)	2478579	Campephilus gayaquilensis (R.Lesson, 1845)	1861	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Campephilus	2478560	Campephilus gayaquilensis	2478579	LC
