,scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,synScientificName,accScientificName,synSplitExtras,accSplitExtras,Unnamed: 0,sort v2024,14.1,speciesCode_eBird,scientificName_Clements,scientificName_IOC,commonName_Clements,commonName_IOC,rank_Clements,rank_IOC,species_Clements,genus_Clements,family_Clements,species_IOC,genus_IOC,family_IOC,family_english_Clements,order_IOC,order_english_Clements,authority_IOC,extinct_Clements,extinctYear_Clements,extinct_Clements.1,range_Clements,breedingRange_IOC,nonbreedingRange_IOC
589,"Streptoprocne zonaris (Shaw, 1796)","Streptoprocne zonaris (Shaw, 1796)",3446,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Streptoprocne,2477070.0,Streptoprocne zonaris,2477082.0,LC,,Streptoprocne zonaris,,"(Shaw, 1796)",28310,3790.0,2043,whcswi,Streptoprocne zonaris,Streptoprocne zonaris,White-collared Swift,White-collared Swift,species,Species,,Streptoprocne,Apodidae,,Streptoprocne,Apodidae,Apodidae (Swifts),Apodiformes,Apodiformes,"(Shaw, 1796)",,,,,"MA, SA, NA : widespread, also Caribbean",
590,"Streptoprocne zonaris subtropicalis Parkes, 1994","Streptoprocne zonaris subtropicalis Parkes, 1994",2,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Streptoprocne,2477070.0,Streptoprocne zonaris,2477082.0,,,Streptoprocne zonaris subtropicalis,,"Parkes, 1994",28318,3794.0,2049,whcswi6,Streptoprocne zonaris subtropicalis,Streptoprocne zonaris subtropicalis,,,subspecies,ssp,Streptoprocne zonaris,Streptoprocne,Apodidae,Streptoprocne zonaris,Streptoprocne,Apodidae,Apodidae (Swifts),Apodiformes,Apodiformes,"Parkes, 1994",,,,mountains of Colombia to western Venezuela (Mérida) and Peru,"Colombia, w Venezuela and Peru",
591,"Aeronautes montivagus (d'Orbigny & Lafresnaye, 1837)","Aeronautes montivagus (d'Orbigny & Lafresnaye, 1837)",23,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Aeronautes,2477107.0,Aeronautes montivagus,2477116.0,LC,,Aeronautes montivagus,,"(d'Orbigny & Lafresnaye, 1837)",541,4106.0,2271,whtswi1,Aeronautes montivagus,Aeronautes montivagus,White-tipped Swift,White-tipped Swift,species,Species,,Aeronautes,Apodidae,,Aeronautes,Apodidae,Apodidae (Swifts),Apodiformes,Apodiformes,"(d'Orbigny & Lafresnaye, 1837)",,,,,SA : Venezuela to nw Argentina,
592,"Panyptila cayennensis (J.F.Gmelin, 1789)","Panyptila cayennensis (J.F.Gmelin, 1789)",225,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Panyptila,2477135.0,Panyptila cayennensis,2477137.0,LC,,Panyptila cayennensis,,"(J.F.Gmelin, 1789)",20975,4114.0,2290,lstswi1,Panyptila cayennensis,Panyptila cayennensis,Lesser Swallow-tailed Swift,Lesser Swallow-tailed Swift,species,Species,,Panyptila,Apodidae,,Panyptila,Apodidae,Apodidae (Swifts),Apodiformes,Apodiformes,"(Gmelin, JF, 1789)",,,,,"MA, SA : Mexico to n Bolivia and se Brazil, Trinidad and Tobago",
593,"Chaetura cinereiventris P.L.Sclater, 1862","Chaetura cinereiventris P.L.Sclater, 1862",270,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Chaetura,2477150.0,Chaetura cinereiventris,5228621.0,LC,,Chaetura cinereiventris,,"P.L.Sclater, 1862",5598,3826.0,2234,grrswi1,Chaetura cinereiventris,Chaetura cinereiventris,Gray-rumped Swift,Grey-rumped Swift,species,Species,,Chaetura,Apodidae,,Chaetura,Apodidae,Apodidae (Swifts),Apodiformes,Apodiformes,"Sclater, PL, 1862",,,,,"MA, SA : widespread",
594,"Chaetura spinicaudus (Temminck, 1839)","Chaetura spinicaudus (Temminck, 1839)",57,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Chaetura,2477150.0,Chaetura spinicaudus,5228635.0,LC,,Chaetura spinicaudus,,"(Temminck, 1839)",5611,3835.0,2242,barswi,Chaetura spinicaudus,Chaetura spinicaudus,Band-rumped Swift,Band-rumped Swift,species,Species,,Chaetura,Apodidae,,Chaetura,Apodidae,Apodidae (Swifts),Apodiformes,Apodiformes,"(Temminck, 1839)",,,,,"MA, SA : Panama to c Brazil",
595,"Cypseloides cryptus J.T.Zimmer, 1945","Cypseloides cryptus J.T.Zimmer, 1945",2,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Cypseloides,2477279.0,Cypseloides cryptus,2477280.0,LC,,Cypseloides cryptus,,"J.T.Zimmer, 1945",9213,3781.0,2027,whcswi1,Cypseloides cryptus,Cypseloides cryptus,White-chinned Swift,White-chinned Swift,species,Species,,Cypseloides,Apodidae,,Cypseloides,Apodidae,Apodidae (Swifts),Apodiformes,Apodiformes,"Zimmer, JT, 1945",,,,locally in mountains of northwestern South America; scattered records Central America,"MA, SA : Belize to Guyana, n Brazil and se Peru",
596,"Cypseloides cherriei Ridgway, 1893","Cypseloides cherriei Ridgway, 1893",98,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Cypseloides,2477279.0,Cypseloides cherriei,2477289.0,DD,,Cypseloides cherriei,,"Ridgway, 1893",9212,3782.0,2026,spfswi1,Cypseloides cherriei,Cypseloides cherriei,Spot-fronted Swift,Spot-fronted Swift,species,Species,,Cypseloides,Apodidae,,Cypseloides,Apodidae,Apodidae (Swifts),Apodiformes,Apodiformes,"Ridgway, 1893",,,,mountains of Costa Rica; Colombia to western Ecuador and northern Venezuela,"MA, SA : Costa Rica to n Venezuela and n Ecuador",
597,"Cypseloides lemosi Eisenmann & Lehmann, 1962","Cypseloides lemosi Eisenmann & Lehmann, 1962",3,SPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Cypseloides,2477279.0,Cypseloides lemosi,2477290.0,LC,,Cypseloides lemosi,,"Eisenmann & Lehmann, 1962",9215,3777.0,2035,whcswi2,Cypseloides lemosi,Cypseloides lemosi,White-chested Swift,White-chested Swift,species,Species,,Cypseloides,Apodidae,,Cypseloides,Apodidae,Apodidae (Swifts),Apodiformes,Apodiformes,"Eisenmann & Lehmann, 1962",,,,lowlands to mid-montane forest and openings from northwestern Colombia southward through western Amazonia to northwestern Bolivia,SA : Colombia to ne Ecuador and nw Peru,
598,"Ramphomicron microrhynchum (Boissonneau, 1840)","Ramphomicron microrhynchum (Boissonneau, 1840)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Ramphomicron,2476051.0,Ramphomicron microrhynchum,2476052.0,LC,,Ramphomicron microrhynchum,,"(Boissonneau, 1840)",25951,4461.0,2683,pubtho1,Ramphomicron microrhynchum,Ramphomicron microrhynchum,Purple-backed Thornbill,Purple-backed Thornbill,species,Species,,Ramphomicron,Trochilidae,,Ramphomicron,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Boissonneau, 1840)",,,,,SA : n Venezuela to Bolivia,
599,"Chlorostilbon gibsoni (Fraser, 1840)","Chlorostilbon gibsoni (Fraser, 1840)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chlorostilbon,2476058.0,Chlorostilbon gibsoni,2476063.0,LC,,Chlorostilbon gibsoni,,"(Fraser, 1840)",6166,4839.0,3039,rebeme1,Chlorostilbon gibsoni,Chlorostilbon gibsoni,Red-billed Emerald,Red-billed Emerald,species,Species,,Chlorostilbon,Trochilidae,,Chlorostilbon,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Fraser, 1840)",,,,,SA : Colombia and nw Venezuela,
600,"Chlorostilbon mellisugus (Linnaeus, 1758)","Chlorostilbon mellisugus (Linnaeus, 1758)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chlorostilbon,2476058.0,Chlorostilbon mellisugus,2476077.0,LC,,Chlorostilbon mellisugus,,"(Linnaeus, 1758)",6178,4831.0,3043,blteme1,Chlorostilbon mellisugus,Chlorostilbon mellisugus,Blue-tailed Emerald,Blue-tailed Emerald,species,Species,,Chlorostilbon,Trochilidae,,Chlorostilbon,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Linnaeus, 1758)",,,,,"SA : n, ne",
601,"Chlorostilbon melanorhynchus Gould, 1860","Chlorostilbon melanorhynchus Gould, 1860",310,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chlorostilbon,2476058.0,Chlorostilbon melanorhynchus,2476094.0,LC,,Chlorostilbon melanorhynchus,,"Gould, 1860",6175,4857.0,3038,weseme1,Chlorostilbon melanorhynchus,Chlorostilbon melanorhynchus,Western Emerald,Western Emerald,species,Species,,Chlorostilbon,Trochilidae,,Chlorostilbon,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Gould, 1860",,,,,"SA : w Colombia and w, c Ecuador",
602,"Myrtis fanny (R.Lesson, 1838)","Myrtis fanny (R.Lesson, 1838)",110,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Myrtis,2476138.0,Myrtis fanny,2476139.0,LC,,Myrtis fanny,,"(R.Lesson, 1838)",19090,4717.0,2943,pucwoo1,Myrtis fanny,Myrtis fanny,Purple-collared Woodstar,Purple-collared Woodstar,species,Species,,Myrtis,Trochilidae,,Myrtis,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Lesson, RP, 1838)",,,,,SA : Ecuador and Peru,
603,"Adelomyia melanogenys (Fraser, 1840)","Adelomyia melanogenys (Fraser, 1840)",304,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Adelomyia,2476167.0,Adelomyia melanogenys,2476168.0,LC,,Adelomyia melanogenys,,"(Fraser, 1840)",328,4405.0,2624,spehum1,Adelomyia melanogenys,Adelomyia melanogenys,Speckled Hummingbird,Speckled Hummingbird,species,Species,,Adelomyia,Trochilidae,,Adelomyia,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Fraser, 1840)",,,,,SA : Venezuela to nw Argentina,
604,"Florisuga mellivora (Linnaeus, 1758)","Florisuga mellivora (Linnaeus, 1758)",9156,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Florisuga,2476192.0,Florisuga mellivora,2476195.0,LC,,Florisuga mellivora,,"(Linnaeus, 1758)",11984,4172.0,2388,whnjac1,Florisuga mellivora,Florisuga mellivora,White-necked Jacobin,White-necked Jacobin,species,Species,,Florisuga,Trochilidae,,Florisuga,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Linnaeus, 1758)",,,,,"MA, SA : s Mexico through Amazonia",
605,Florisuga mellivora mellivora,Florisuga mellivora mellivora,24,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Florisuga,2476192.0,Florisuga mellivora,2476195.0,,,Florisuga mellivora mellivora,,,11986,4173.0,2389,whnjac2,Florisuga mellivora mellivora,Florisuga mellivora mellivora,,,subspecies,ssp,Florisuga mellivora,Florisuga,Trochilidae,Florisuga mellivora,Florisuga,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Linnaeus, 1758)",,,,"tropical southern Mexico through South America including Trinidad, to northern Bolivia and Amazonian Brazil","s Mexico to Bolivia, Brazil and Trinidad",
606,"Schistes geoffroyi (Bourcier, 1843)","Schistes geoffroyi (Bourcier, 1843)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Schistes,2476198.0,Schistes geoffroyi,2476199.0,LC,,Schistes geoffroyi,,"(Bourcier, 1843)",26808,4289.0,2504,webhum1,Schistes geoffroyi,Schistes geoffroyi,Geoffroy's Daggerbill,Geoffroy's Daggerbill,species,Species,,Schistes,Trochilidae,,Schistes,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1843)",,,,,"SA : e Colombia, n Venezuela to e Peru and c Bolivia",
607,"Schistes albogularis Gould, 1852","Schistes albogularis Gould, 1852",832,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Schistes,2476198.0,Schistes albogularis,8752472.0,LC,Schistes geoffroyi albogularis,Schistes albogularis,"Gould, 1852","Gould, 1852",26807,4288.0,2503,webhum3,Schistes albogularis,Schistes albogularis,White-throated Daggerbill,White-throated Daggerbill,species,Species,,Schistes,Trochilidae,,Schistes,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Gould, 1852",,,,both slopes of western Andes and west slope of central Andes of Colombia and west slope of Andes of western Ecuador,SA : w Colombia and w Ecuador,
608,"Threnetes ruckeri (Bourcier, 1847)","Threnetes ruckeri (Bourcier, 1847)",19,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Threnetes,2476204.0,Threnetes ruckeri,5228462.0,LC,,Threnetes ruckeri,,"(Bourcier, 1847)",29855,4190.0,2409,batbar1,Threnetes ruckeri,Threnetes ruckeri,Band-tailed Barbthroat,Band-tailed Barbthroat,species,Species,,Threnetes,Trochilidae,,Threnetes,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1847)",,,,,"MA, SA : Guatemala to Venezuela and Ecuador",
609,"Heliothryx barroti (Bourcier, 1843)","Heliothryx barroti (Bourcier, 1843)",676,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliothryx,2476218.0,Heliothryx barroti,2476219.0,LC,,Heliothryx barroti,,"(Bourcier, 1843)",13763,4313.0,2530,pucfai1,Heliothryx barroti,Heliothryx barroti,Purple-crowned Fairy,Purple-crowned Fairy,species,Species,,Heliothryx,Trochilidae,,Heliothryx,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1843)",,,,Gulf slope of southeastern Mexico to southwestern Ecuador (El Oro),"MA, SA : se Mexico to sw Ecuador",
610,"Urosticte benjamini (Bourcier, 1851)","Urosticte benjamini (Bourcier, 1851)",3590,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Urosticte,2476278.0,Urosticte benjamini,2476279.0,LC,Urosticte benjamini benjamini,Urosticte benjamini,,"(Bourcier, 1851)",31572,4636.0,2861,pubwhi1,Urosticte benjamini,Urosticte benjamini,Purple-bibbed Whitetip,Purple-bibbed Whitetip,species,Species,,Urosticte,Trochilidae,,Urosticte,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1851)",,,,Pacific slope of western Colombia to southwestern Ecuador and northwestern Peru,SA : w slope of Andes of w Colombia to nw Ecuador,
611,"Lesbia nuna (R.Lesson, 1832)","Lesbia nuna (R.Lesson, 1832)",16,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Lesbia,2476292.0,Lesbia nuna,5228490.0,LC,,Lesbia nuna,,"(R.Lesson, 1832)",15874,4451.0,2674,grttra1,Lesbia nuna,Lesbia nuna,Green-tailed Trainbearer,Green-tailed Trainbearer,species,Species,,Lesbia,Trochilidae,,Lesbia,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Lesson, RP, 1832)",,,,,SA : ne Colombia to n Bolivia,
612,"Lesbia victoriae (Bourcier & Mulsant, 1846)","Lesbia victoriae (Bourcier & Mulsant, 1846)",37,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Lesbia,2476292.0,Lesbia victoriae,5228496.0,LC,,Lesbia victoriae,,"(Bourcier & Mulsant, 1846)",15882,4447.0,2670,blttra1,Lesbia victoriae,Lesbia victoriae,Black-tailed Trainbearer,Black-tailed Trainbearer,species,Species,,Lesbia,Trochilidae,,Lesbia,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier & Mulsant, 1846)",,,,,SA : ne Colombia to se Peru,
613,"Haplophaedia lugens (Gould, 1852)","Haplophaedia lugens (Gould, 1852)",19,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Haplophaedia,2476335.0,Haplophaedia lugens,2476344.0,NT,,Haplophaedia lugens,,"(Gould, 1852)",13598,4523.0,2746,hoapuf1,Haplophaedia lugens,Haplophaedia lugens,Hoary Puffleg,Hoary Puffleg,species,Species,,Haplophaedia,Trochilidae,,Haplophaedia,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1852)",,,,Pacific slope of southwestern Colombia (Nariño) and northwestern Ecuador,SA : sw Colombia to nw Ecuador,
614,"Ocreatus underwoodii (R.Lesson, 1832)","Ocreatus underwoodii (R.Lesson, 1832)",4490,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Ocreatus,2476350.0,Ocreatus underwoodii,2476351.0,LC,,Ocreatus underwoodii,,"(R.Lesson, 1832)",19914,4623.0,2847,boorat1,Ocreatus underwoodii,Ocreatus underwoodii,White-booted Racket-tail,White-booted Racket-tail,species,Species,,Ocreatus,Trochilidae,,Ocreatus,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Lesson, RP, 1832)",,,,,SA : n Venezuela to w Ecuador,
615,"Ocreatus underwoodii melanantherus (Jardine, 1851)","Ocreatus underwoodii melanantherus (Jardine, 1851)",19,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Ocreatus,2476350.0,Ocreatus underwoodii,2476351.0,,,Ocreatus underwoodii melanantherus,,"(Jardine, 1851)",19917,4628.0,2852,boorat9,Ocreatus underwoodii melanantherus,Ocreatus underwoodii melanantherus,,,subspecies,ssp,Ocreatus underwoodii,Ocreatus,Trochilidae,Ocreatus underwoodii,Ocreatus,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Jardine, 1851)",,,,west slope of the Andes of Ecuador (south to El Oro and western Loja),"c, w Ecuador",
616,"Calliphlox mitchellii (Bourcier, 1847)","Calliphlox mitchellii (Bourcier, 1847)",3086,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Calliphlox,2476367.0,Calliphlox mitchellii,2476368.0,LC,Philodice mitchellii,Calliphlox mitchellii,"(Bourcier, 1847)","(Bourcier, 1847)",22280,4740.0,2957,putwoo1,Philodice mitchellii,Philodice mitchellii,Purple-throated Woodstar,Purple-throated Woodstar,species,Species,,Philodice,Trochilidae,,Philodice,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1847)",,,,tropical eastern Panama (Darién) to western Colombia and southwestern Ecuador,"MA, SA : e Panama to w Ecuador",
617,"Calliphlox amethystina (Boddaert, 1783)","Calliphlox amethystina (Boddaert, 1783)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Calliphlox,2476367.0,Calliphlox amethystina,2476373.0,LC,,Calliphlox amethystina,,"(Boddaert, 1783)",4324,4714.0,2941,amewoo1,Calliphlox amethystina,Calliphlox amethystina,Amethyst Woodstar,Amethyst Woodstar,species,Species,,Calliphlox,Trochilidae,,Calliphlox,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Boddaert, 1783)",,,,widespread tropical South America to northeastern Argentina and southern Brazil,SA : widespread,
618,"Eutoxeres aquila (Bourcier, 1847)","Eutoxeres aquila (Bourcier, 1847)",32,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Eutoxeres,2476376.0,Eutoxeres aquila,2476380.0,LC,,Eutoxeres aquila,,"(Bourcier, 1847)",11748,4176.0,2393,whtsic1,Eutoxeres aquila,Eutoxeres aquila,White-tipped Sicklebill,White-tipped Sicklebill,species,Species,,Eutoxeres,Trochilidae,,Eutoxeres,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1847)",,,,,"MA, SA : Costa Rica to n  Peru",
619,"Aglaiocercus coelestis (Gould, 1861)","Aglaiocercus coelestis (Gould, 1861)",3113,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Aglaiocercus,2476384.0,Aglaiocercus coelestis,2476385.0,LC,,Aglaiocercus coelestis,,"(Gould, 1861)",752,4423.0,2642,vitsyl1,Aglaiocercus coelestis,Aglaiocercus coelestis,Violet-tailed Sylph,Violet-tailed Sylph,species,Species,,Aglaiocercus,Trochilidae,,Aglaiocercus,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1861)",,,,,SA : Colombia and Ecuador,
620,Aglaiocercus coelestis coelestis,Aglaiocercus coelestis coelestis,8,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Aglaiocercus,2476384.0,Aglaiocercus coelestis,2476385.0,,,Aglaiocercus coelestis coelestis,,,754,4424.0,2643,vitsyl2,Aglaiocercus coelestis coelestis,Aglaiocercus coelestis coelestis,,,subspecies,ssp,Aglaiocercus coelestis,Aglaiocercus,Trochilidae,Aglaiocercus coelestis,Aglaiocercus,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1861)",,,,Pacific slope of western Andes of Colombia and northern Ecuador,w Colombia to c Ecuador,
621,"Aglaiocercus kingii (R.Lesson, 1832)","Aglaiocercus kingii (R.Lesson, 1832)",2,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Aglaiocercus,2476384.0,Aglaiocercus kingii,2476388.0,LC,,Aglaiocercus kingii,,"(R.Lesson, 1832)",755,4416.0,2635,lotsyl1,Aglaiocercus kingii,Aglaiocercus kingii,Long-tailed Sylph,Long-tailed Sylph,species,Species,,Aglaiocercus,Trochilidae,,Aglaiocercus,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Lesson, RP, 1832)",,,,,SA : Venezuela to wc Bolivia,
622,"Amazilia tzacatl (de la Llave, 1833)","Amazilia tzacatl (de la Llave, 1833)",12433,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Amazilia,2476407.0,Amazilia tzacatl,2476441.0,LC,,Amazilia tzacatl,,"(de la Llave, 1833)",1153,5053.0,3258,rtlhum,Amazilia tzacatl,Amazilia tzacatl,Rufous-tailed Hummingbird,Rufous-tailed Hummingbird,species,Species,,Amazilia,Trochilidae,,Amazilia,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(de la Llave, 1833)",,,,,"MA, SA : c Mexico to Venezuela and w Ecuador",
623,"Amazilia tzacatl jucunda (Heine, 1863)","Amazilia tzacatl jucunda (Heine, 1863)",4,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Amazilia,2476407.0,Amazilia tzacatl,2476441.0,,,Amazilia tzacatl jucunda,,"(Heine, 1863)",1157,5058.0,3263,ruthum7,Amazilia tzacatl jucunda,Amazilia tzacatl jucunda,,,subspecies,ssp,Amazilia tzacatl,Amazilia,Trochilidae,Amazilia tzacatl,Amazilia,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Heine, 1863)",,,,southwestern Colombia and western Ecuador; Isla Gorgona (off western Colombia),w Colombia and w Ecuador,
624,"Thalurania colombica (Bourcier, 1843)","Thalurania colombica (Bourcier, 1843)",6993,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania colombica,2476528.0,LC,,Thalurania colombica,,"(Bourcier, 1843)",29583,4918.0,3127,crowoo1,Thalurania colombica,Thalurania colombica,Crowned Woodnymph,Crowned Woodnymph,species,Species,,Thalurania,Trochilidae,,Thalurania,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1843)",,,,,"MA, SA : Guatemala to Ecuador and nw Peru",
625,"Thalurania colombica verticeps (Gould, 1851)","Thalurania colombica verticeps (Gould, 1851)",34,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania colombica,2476528.0,,,Thalurania colombica verticeps,,"(Gould, 1851)",29591,4930.0,3134,crowoo8,Thalurania colombica verticeps,Thalurania colombica verticeps,,,subspecies,ssp,Thalurania colombica,Thalurania,Trochilidae,Thalurania colombica,Thalurania,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1851)",,,,Pacific slope of western Andes of southwestern Colombia and northwestern Ecuador,sw Colombia and nw Ecuador,
626,"Thalurania colombica fannyae (Delattre & Bourcier, 1846)","Thalurania colombica fannyae (Delattre & Bourcier, 1846)",24,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania colombica,2476528.0,,,Thalurania colombica fannyae,,"(Delattre & Bourcier, 1846)",29585,4928.0,3132,crowoo6,Thalurania colombica fannyae,Thalurania colombica fannyae,,,subspecies,ssp,Thalurania colombica,Thalurania,Trochilidae,Thalurania colombica,Thalurania,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Delattre & Bourcier, 1846)",,,,eastern Panama to western Colombia,e Panama to w Colombia,
627,"Thalurania furcata (J.F.Gmelin, 1788)","Thalurania furcata (J.F.Gmelin, 1788)",3,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania furcata,2476533.0,LC,,Thalurania furcata,,"(J.F.Gmelin, 1788)",29592,4932.0,3136,fotwoo1,Thalurania furcata,Thalurania furcata,Fork-tailed Woodnymph,Fork-tailed Woodnymph,species,Species,,Thalurania,Trochilidae,,Thalurania,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gmelin, JF, 1788)",,,,,SA : widespread,
628,"Phaethornis longuemareus (R.Lesson, 1832)","Phaethornis longuemareus (R.Lesson, 1832)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis longuemareus,2476572.0,LC,,Phaethornis longuemareus,,"(R.Lesson, 1832)",21995,4248.0,2428,lither2,Phaethornis longuemareus,Phaethornis longuemareus,Little Hermit,Little Hermit,species,Species,,Phaethornis,Trochilidae,,Phaethornis,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Lesson, RP, 1832)",,,,northeastern Venezuela and Trinidad to French Guiana,SA : ne Venezuela and the Guianas,
629,"Phaethornis yaruqui (Bourcier, 1851)","Phaethornis yaruqui (Bourcier, 1851)",6804,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis yaruqui,2476588.0,LC,,Phaethornis yaruqui,,"(Bourcier, 1851)",22031,4204.0,2463,whwher1,Phaethornis yaruqui,Phaethornis yaruqui,White-whiskered Hermit,White-whiskered Hermit,species,Species,,Phaethornis,Trochilidae,,Phaethornis,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1851)",,,,tropical Pacific Colombia and western Ecuador,SA : w Colombia and Ecuador,
630,"Phaethornis syrmatophorus Gould, 1852","Phaethornis syrmatophorus Gould, 1852",2438,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis syrmatophorus,2476589.0,LC,,Phaethornis syrmatophorus,,"Gould, 1852",22028,4210.0,2469,tabher1,Phaethornis syrmatophorus,Phaethornis syrmatophorus,Tawny-bellied Hermit,Tawny-bellied Hermit,species,Species,,Phaethornis,Trochilidae,,Phaethornis,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Gould, 1852",,,,,SA : Colombia to Peru,
