,taxonKey,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras
640,9492770,9492770,"Synallaxis azarae Orbigny, 1835",295,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Synallaxis,2484925.0,Synallaxis azarae,9492770.0,LC,Synallaxis azarae,"Orbigny, 1835"
132,6171449,6171449,"Sclerurus mexicanus obscurior Hartert, 1901",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Sclerurus,2485208.0,Sclerurus mexicanus,2485221.0,,Sclerurus mexicanus obscurior,"Hartert, 1901"
521,2485239,2485239,"Sclerurus guatemalensis (Hartlaub, 1844)",14,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Sclerurus,2485208.0,Sclerurus guatemalensis,2485239.0,LC,Sclerurus guatemalensis,"(Hartlaub, 1844)"
268,8867648,8867648,"Sclerurus obscurior Hartert & Ejo, 1901",187,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Sclerurus,2485208.0,Sclerurus obscurior,8867648.0,NE,Sclerurus obscurior,"Hartert & Ejo, 1901"
22,2485256,2485256,"Thripadectes ignobilis (P.L.Sclater & Salvin, 1879)",82,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Thripadectes,2485254.0,Thripadectes ignobilis,2485256.0,LC,Thripadectes ignobilis,"(P.L.Sclater & Salvin, 1879)"
544,2485257,2485257,"Thripadectes virgaticeps Lawrence, 1874",527,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Thripadectes,2485254.0,Thripadectes virgaticeps,2485257.0,LC,Thripadectes virgaticeps,"Lawrence, 1874"
623,7191781,7191781,Thripadectes virgaticeps virgaticeps,6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Thripadectes,2485254.0,Thripadectes virgaticeps,2485257.0,,Thripadectes virgaticeps virgaticeps,
509,2485265,2485265,"Thripadectes holostictus (P.L.Sclater & Salvin, 1876)",88,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Thripadectes,2485254.0,Thripadectes holostictus,2485265.0,LC,Thripadectes holostictus,"(P.L.Sclater & Salvin, 1876)"
522,6171562,6171562,"Thripadectes holostictus striatidorsus (Berlepsch & Taczanowski, 1884)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Thripadectes,2485254.0,Thripadectes holostictus,2485265.0,,Thripadectes holostictus striatidorsus,"(Berlepsch & Taczanowski, 1884)"
328,7191783,7191783,Thripadectes flammulatus flammulatus,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Thripadectes,2485254.0,Thripadectes flammulatus,2485272.0,,Thripadectes flammulatus flammulatus,
835,2485279,2485279,"Premnoplex brunnescens (P.L.Sclater, 1856)",668,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Premnoplex,2485275.0,Premnoplex brunnescens,2485279.0,LC,Premnoplex brunnescens,"(P.L.Sclater, 1856)"
106,7191807,7191807,Premnoplex brunnescens brunnescens,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Premnoplex,2485275.0,Premnoplex brunnescens,2485279.0,,Premnoplex brunnescens brunnescens,
378,2485336,2485336,"Cranioleuca erythrops (P.L.Sclater, 1860)",8340,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Cranioleuca,2485286.0,Cranioleuca erythrops,2485336.0,LC,Cranioleuca erythrops,"(P.L.Sclater, 1860)"
423,7191795,7191795,Cranioleuca erythrops erythrops,11,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Cranioleuca,2485286.0,Cranioleuca erythrops,2485336.0,,Cranioleuca erythrops erythrops,
157,2485341,2485341,"Glyphorynchus spirurus (Vieillot, 1819)",566,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Glyphorynchus,2485340.0,Glyphorynchus spirurus,2485341.0,LC,Glyphorynchus spirurus,"(Vieillot, 1819)"
737,6171492,6171492,"Glyphorynchus spirurus sublestus J.L.Peters, 1929",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Glyphorynchus,2485340.0,Glyphorynchus spirurus,2485341.0,,Glyphorynchus spirurus sublestus,"J.L.Peters, 1929"
18,2485362,2485362,"Syndactyla subalaris (P.L.Sclater, 1859)",3324,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Syndactyla,2485356.0,Syndactyla subalaris,2485362.0,LC,Syndactyla subalaris,"(P.L.Sclater, 1859)"
477,7191813,7191813,Syndactyla subalaris subalaris,7,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Syndactyla,2485356.0,Syndactyla subalaris,2485362.0,,Syndactyla subalaris subalaris,
739,2485461,2485461,"Xiphocolaptes promeropirhynchus (Lesson, 1840)",1424,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xiphocolaptes,2485457.0,Xiphocolaptes promeropirhynchus,2485461.0,LC,Xiphocolaptes promeropirhynchus,"(Lesson, 1840)"
432,9174663,6171324,"Hyloctistes subulatus virgatus (Lawrence, 1867)",38,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Hyloctistes,2485498.0,Hyloctistes subulatus,2485499.0,LC,Automolus virgatus,"(Lawrence, 1867)"
178,11094483,6171326,"Hyloctistes subulatus assimilis (Berlepsch & Taczanowski, 1884)",2,SUBSPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Hyloctistes,2485498.0,Hyloctistes subulatus,2485499.0,,Automolus virgatus assimilis,"Berlepsch & Taczanowski, 1884"
303,5230172,5230172,"Xiphorhynchus erythropygius (P.L.Sclater, 1860)",4336,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xiphorhynchus,2485513.0,Xiphorhynchus erythropygius,5230172.0,LC,Xiphorhynchus erythropygius,"(P.L.Sclater, 1860)"
553,5230175,5230175,"Xiphorhynchus erythropygius aequatorialis (Berlepsch & Taczanowski, 1884)",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xiphorhynchus,2485513.0,Xiphorhynchus erythropygius,5230172.0,,Xiphorhynchus erythropygius aequatorialis,"(Berlepsch & Taczanowski, 1884)"
652,8264206,5230175,"Xiphorhynchus erythropygius aequatorialis (Berlepsch & Taczanowski, 1884)",2,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Xiphorhynchus,2485513.0,Xiphorhynchus erythropygius,5230172.0,LC,Xiphorhynchus aequatorialis,"(von Berlepsch & Taczanowski, 1884)"
838,5230187,5230187,"Xiphorhynchus lachrymosus (Lawrence, 1862)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xiphorhynchus,2485513.0,Xiphorhynchus lachrymosus,5230187.0,LC,Xiphorhynchus lachrymosus,"(Lawrence, 1862)"
576,6100762,6100762,"Premnornis guttuliger (P.L.Sclater, 1864)",56,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Premnornis,2485609.0,Premnornis guttuliger,6100762.0,LC,Premnornis guttuliger,"(P.L.Sclater, 1864)"
209,7458315,7458315,Premnornis guttuliger guttuliger,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Premnornis,2485609.0,Premnornis guttuliger,6100762.0,,Premnornis guttuliger guttuliger,
430,2485617,2485617,"Pseudocolaptes boissonneautii (Lafresnaye, 1840)",73,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Pseudocolaptes,2485613.0,Pseudocolaptes boissonneautii,2485617.0,NE,Pseudocolaptes boissonneautii,"(Lafresnaye, 1840)"
542,6100763,6100763,"Pseudocolaptes johnsoni Lönnberg & Rendahl, 1922",42,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Pseudocolaptes,2485613.0,Pseudocolaptes johnsoni,6100763.0,LC,Pseudocolaptes johnsoni,"Lönnberg & Rendahl, 1922"
260,5230207,5230207,"Xenops rutilans Temminck, 1821",88,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xenops,2485652.0,Xenops rutilans,5230207.0,NE,Xenops rutilans,"Temminck, 1821"
541,5230220,5230220,"Xenops minutus (Sparrman, 1788)",413,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Xenops,2485652.0,Xenops minutus,5230220.0,LC,Xenops minutus,"(Sparrman, 1788)"
643,2485691,2485691,"Anabacerthia variegaticeps (P.L.Sclater, 1857)",3778,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Anabacerthia,2485681.0,Anabacerthia variegaticeps,2485691.0,LC,Anabacerthia variegaticeps,"(P.L.Sclater, 1857)"
225,6171598,6171598,"Anabacerthia variegaticeps temporalis (P.L.Sclater, 1859)",13,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Anabacerthia,2485681.0,Anabacerthia variegaticeps,2485691.0,,Anabacerthia variegaticeps temporalis,"(P.L.Sclater, 1859)"
5,10930571,2485712,"Philydor rufum (Vieillot, 1818)",4596,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Philydor,2485696.0,Philydor rufum,2485712.0,NE,Dendroma rufa,"(Vieillot, 1818)"
641,10958105,6171472,"Philydor rufum riveti Menegaux & Hellmayr, 1906",12,SUBSPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Philydor,2485696.0,Philydor rufum,2485712.0,,Dendroma rufa riveti,"(Ménégaux & Hellmayr, 1906)"
675,6171472,6171472,"Philydor rufum riveti Menegaux & Hellmayr, 1906",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Philydor,2485696.0,Philydor rufum,2485712.0,,Philydor rufum riveti,"Menegaux & Hellmayr, 1906"
825,2485712,2485712,"Philydor rufum (Vieillot, 1818)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Philydor,2485696.0,Philydor rufum,2485712.0,LC,Philydor rufum,"(Vieillot, 1818)"
4,8009306,5230262,"Automolus rubiginosus (P.L.Sclater, 1857)",307,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Automolus,2485730.0,Automolus rubiginosus,5230262.0,LC,Clibanornis rubiginosus,"(P.L.Sclater, 1857)"
347,7742615,5230274,"Automolus rubiginosus nigricauda Hartert, 1898",4,SUBSPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Automolus,2485730.0,Automolus rubiginosus,5230262.0,,Clibanornis rubiginosus nigricauda,"(Hartert & Ejo, 1898)"
152,7991598,5230262,"Automolus rubiginosus (P.L.Sclater, 1857)",1,SUBSPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Automolus,2485730.0,Automolus rubiginosus,5230262.0,,Clibanornis rubiginosus rubiginosus,
294,2485796,2485796,"Dendrocolaptes sanctithomae (Lafresnaye, 1852)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocolaptes,2485784.0,Dendrocolaptes sanctithomae,2485796.0,LC,Dendrocolaptes sanctithomae,"(Lafresnaye, 1852)"
381,6100758,6171298,"Furnarius leucopus cinnamomeus (Lesson, 1844)",4063,SPECIES,SYNONYM,Passeriformes,729.0,Furnariidae,5243.0,Furnarius,2485812.0,Furnarius leucopus,9309489.0,LC,Furnarius cinnamomeus,"(R.P.Lesson, 1844)"
187,2485847,2485847,"Margarornis squamiger (Orbigny & Lafresnaye, 1838)",84,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Margarornis,2485841.0,Margarornis squamiger,2485847.0,LC,Margarornis squamiger,"(Orbigny & Lafresnaye, 1838)"
346,2485937,2485937,"Campylorhamphus pusillus (P.L.Sclater, 1860)",10,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Campylorhamphus,2485916.0,Campylorhamphus pusillus,2485937.0,LC,Campylorhamphus pusillus,"(P.L.Sclater, 1860)"
441,2485950,2485950,"Dendrocincla fuliginosa (Vieillot, 1818)",2542,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocincla,2485949.0,Dendrocincla fuliginosa,2485950.0,LC,Dendrocincla fuliginosa,"(Vieillot, 1818)"
126,6171072,6171072,"Dendrocincla fuliginosa ridgwayi Oberholser, 1904",11,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocincla,2485949.0,Dendrocincla fuliginosa,2485950.0,,Dendrocincla fuliginosa ridgwayi,"Oberholser, 1904"
795,2485976,2485976,"Dendrocincla tyrannina (Lafresnaye, 1851)",165,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocincla,2485949.0,Dendrocincla tyrannina,2485976.0,LC,Dendrocincla tyrannina,"(Lafresnaye, 1851)"
745,7191844,7191844,Dendrocincla tyrannina tyrannina,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Dendrocincla,2485949.0,Dendrocincla tyrannina,2485976.0,,Dendrocincla tyrannina tyrannina,
146,2486011,2486011,"Lepidocolaptes lacrymiger (Des Murs, 1849)",2244,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes lacrymiger,2486011.0,LC,Lepidocolaptes lacrymiger,"(Des Murs, 1849)"
141,6171258,6171258,"Lepidocolaptes lacrymiger aequatorialis (Menegaux, 1912)",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes lacrymiger,2486011.0,,Lepidocolaptes lacrymiger aequatorialis,"(Menegaux, 1912)"
862,2486044,2486044,"Lepidocolaptes souleyetii (Des Murs, 1849)",481,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes souleyetii,2486044.0,LC,Lepidocolaptes souleyetii,"(Des Murs, 1849)"
73,6171282,6171282,"Lepidocolaptes souleyetii esmeraldae Chapman, 1923",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes souleyetii,2486044.0,,Lepidocolaptes souleyetii esmeraldae,"Chapman, 1923"
40,2486053,2486053,"Lepidocolaptes affinis (Lafresnaye, 1839)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Furnariidae,5243.0,Lepidocolaptes,2486010.0,Lepidocolaptes affinis,2486053.0,LC,Lepidocolaptes affinis,"(Lafresnaye, 1839)"
3,2489133,2489133,"Progne chalybea (Gmelin, 1789)",237,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Progne,2489127.0,Progne chalybea,2489133.0,LC,Progne chalybea,"(Gmelin, 1789)"
592,2489160,2489160,"Riparia riparia (Linnaeus, 1758)",15,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Riparia,2489158.0,Riparia riparia,2489160.0,LC,Riparia riparia,"(Linnaeus, 1758)"
785,2489169,2489169,"Petrochelidon pyrrhonota (Vieillot, 1817)",10,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Petrochelidon,2489165.0,Petrochelidon pyrrhonota,2489169.0,LC,Petrochelidon pyrrhonota,"(Vieillot, 1817)"
23,7340421,2489177,"Notiochelidon murina (Cassin, 1853)",41,SPECIES,SYNONYM,Passeriformes,729.0,Hirundinidae,5248.0,Notiochelidon,2489174.0,Notiochelidon murina,2489177.0,LC,Orochelidon murina,"(Cassin, 1853)"
727,2489207,2489208,"Notiochelidon cyanoleuca (Vieillot, 1817)",7865,SPECIES,SYNONYM,Passeriformes,729.0,Hirundinidae,5248.0,Notiochelidon,2489174.0,Notiochelidon cyanoleuca,2489208.0,LC,Pygochelidon cyanoleuca,"(Vieillot, 1817)"
647,7340430,7340430,Pygochelidon cyanoleuca cyanoleuca,2,SUBSPECIES,DOUBTFUL,Passeriformes,729.0,Hirundinidae,5248.0,Notiochelidon,2489174.0,Notiochelidon cyanoleuca,2489208.0,,Pygochelidon cyanoleuca cyanoleuca,
812,8887792,8887792,Notiochelidon cyanoleuca cyanoleuca,2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Notiochelidon,2489174.0,Notiochelidon cyanoleuca,2489208.0,LC,Notiochelidon cyanoleuca cyanoleuca,
492,2489203,2489203,"Stelgidopteryx ruficollis (Vieillot, 1817)",4289,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Stelgidopteryx,2489200.0,Stelgidopteryx ruficollis,2489203.0,LC,Stelgidopteryx ruficollis,"(Vieillot, 1817)"
712,6086538,6086538,"Stelgidopteryx ruficollis uropygialis (Lawrence, 1863)",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Stelgidopteryx,2489200.0,Stelgidopteryx ruficollis,2489203.0,,Stelgidopteryx ruficollis uropygialis,"(Lawrence, 1863)"
400,7340409,2489212,"Neochelidon tibialis (Cassin, 1853)",150,SPECIES,SYNONYM,Passeriformes,729.0,Hirundinidae,5248.0,Neochelidon,2489211.0,Neochelidon tibialis,2489212.0,LC,Atticora tibialis,"(Cassin, 1853)"
794,9515886,9515886,"Hirundo rustica Linnaeus, 1758",55,SPECIES,ACCEPTED,Passeriformes,729.0,Hirundinidae,5248.0,Hirundo,2489222.0,Hirundo rustica,9515886.0,LC,Hirundo rustica,"Linnaeus, 1758"
626,2489613,2489613,"Mniotilta varia (Linnaeus, 1766)",161,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Mniotilta,2489612.0,Mniotilta varia,2489613.0,LC,Mniotilta varia,"(Linnaeus, 1766)"
253,6091946,6091946,"Cardellina canadensis (Linnaeus, 1766)",400,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Cardellina,2489633.0,Cardellina canadensis,6091946.0,LC,Cardellina canadensis,"(Linnaeus, 1766)"
467,2489641,2489641,"Geothlypis semiflava P.L.Sclater, 1860",802,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Geothlypis,2489637.0,Geothlypis semiflava,2489641.0,LC,Geothlypis semiflava,"P.L.Sclater, 1860"
839,6172898,6172898,Geothlypis semiflava semiflava,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Geothlypis,2489637.0,Geothlypis semiflava,2489641.0,,Geothlypis semiflava semiflava,
76,5789148,5789148,"Geothlypis philadelphia (A.Wilson, 1810)",24,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Geothlypis,2489637.0,Geothlypis philadelphia,5789148.0,LC,Geothlypis philadelphia,"(A.Wilson, 1810)"
411,6100790,6100790,"Geothlypis auricularis Salvin, 1883",2,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Geothlypis,2489637.0,Geothlypis auricularis,6100790.0,LC,Geothlypis auricularis,"Salvin, 1883"
57,2489815,2489815,"Basileuterus tristriatus (Tschudi, 1844)",4753,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Basileuterus,2489731.0,Basileuterus tristriatus,2489815.0,LC,Basileuterus tristriatus,"(Tschudi, 1844)"
367,6173063,6173063,"Basileuterus tristriatus daedalus Bangs, 1908",23,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Basileuterus,2489731.0,,,,Basileuterus tristriatus daedalus,"Bangs, 1908"
704,2489830,2489830,"Myioborus melanocephalus (Tschudi, 1844)",85,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myioborus,2489828.0,Myioborus melanocephalus,2489830.0,LC,Myioborus melanocephalus,"(Tschudi, 1844)"
81,2489837,2489837,"Myioborus miniatus (Swainson, 1827)",6736,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myioborus,2489828.0,Myioborus miniatus,2489837.0,LC,Myioborus miniatus,"(Swainson, 1827)"
593,6173144,6173144,"Myioborus miniatus ballux Wetmore & Phelps, 1944",13,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myioborus,2489828.0,Myioborus miniatus,2489837.0,,Myioborus miniatus ballux,"Wetmore & Phelps, 1944"
382,2489871,2489871,"Protonotaria citrea (Boddaert, 1783)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Protonotaria,2489870.0,Protonotaria citrea,2489871.0,LC,Protonotaria citrea,"(Boddaert, 1783)"
59,2489985,2489985,"Setophaga ruticilla (Linnaeus, 1758)",45,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga ruticilla,2489985.0,LC,Setophaga ruticilla,"(Linnaeus, 1758)"
210,6092631,6092631,"Setophaga virens (J.F.Gmelin, 1789)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga virens,6092631.0,LC,Setophaga virens,"(J.F.Gmelin, 1789)"
612,6092935,6092935,"Setophaga striata (J.R.Forster, 1772)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga striata,6092935.0,NT,Setophaga striata,"(J.R.Forster, 1772)"
803,6092942,6092942,"Setophaga pensylvanica (Linnaeus, 1766)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga pensylvanica,6092942.0,LC,Setophaga pensylvanica,"(Linnaeus, 1766)"
693,6093199,6093199,"Setophaga fusca (Statius Müller, 1776)",3204,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga fusca,6093199.0,LC,Setophaga fusca,"(Statius Müller, 1776)"
450,6093202,6093202,"Setophaga castanea (A.Wilson, 1810)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga castanea,6093202.0,LC,Setophaga castanea,"(A.Wilson, 1810)"
104,6093350,6093350,"Setophaga cerulea (A.Wilson, 1810)",111,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga cerulea,6093350.0,NT,Setophaga cerulea,"(A.Wilson, 1810)"
798,7341834,7341834,"Setophaga petechia (Linnaeus, 1766)",11,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga petechia,7341834.0,LC,Setophaga petechia,"(Linnaeus, 1766)"
74,7341895,7341895,"Setophaga pitiayumi (Vieillot, 1817)",7808,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga pitiayumi,7341895.0,LC,Setophaga pitiayumi,"(Vieillot, 1817)"
58,6093241,6093241,"Setophaga pitiayumi pacifica (von Berlepsch & Taczanowski, 1884)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Setophaga,2489984.0,Setophaga pitiayumi,7341895.0,,Setophaga pitiayumi pacifica,"(von Berlepsch & Taczanowski, 1884)"
264,5230811,5230811,"Vermivora chrysoptera (Linnaeus, 1766)",17,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Vermivora,5230809.0,Vermivora chrysoptera,5230811.0,NT,Vermivora chrysoptera,"(Linnaeus, 1766)"
730,6093856,6093856,"Parkesia noveboracensis (J.F.Gmelin, 1789)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Parkesia,6093857.0,Parkesia noveboracensis,6093856.0,LC,Parkesia noveboracensis,"(J.F.Gmelin, 1789)"
769,7341658,7341658,"Myiothlypis fulvicauda (von Spix, 1825)",1392,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis fulvicauda,7341658.0,LC,Myiothlypis fulvicauda,"(von Spix, 1825)"
811,7529367,7529367,"Myiothlypis chlorophrys (von Berlepsch, 1907)",181,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis chlorophrys,7529367.0,LC,Myiothlypis chlorophrys,"(von Berlepsch, 1907)"
482,7646544,7646544,"Myiothlypis coronata (Tschudi, 1844)",133,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis coronata,7646544.0,LC,Myiothlypis coronata,"(Tschudi, 1844)"
639,7811145,7811145,"Myiothlypis nigrocristata (Lafresnaye, 1840)",49,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Myiothlypis,7341612.0,Myiothlypis nigrocristata,7811145.0,LC,Myiothlypis nigrocristata,"(Lafresnaye, 1840)"
754,7415507,7415507,"Leiothlypis peregrina (A.Wilson, 1811)",21,SPECIES,ACCEPTED,Passeriformes,729.0,Parulidae,5263.0,Leiothlypis,7467942.0,Leiothlypis peregrina,7415507.0,LC,Leiothlypis peregrina,"(A.Wilson, 1811)"
417,5231190,5231190,"Passer domesticus (Linnaeus, 1758)",40,SPECIES,ACCEPTED,Passeriformes,729.0,Passeridae,5264.0,Passer,2492321.0,Passer domesticus,5231190.0,LC,Passer domesticus,"(Linnaeus, 1758)"
499,2487672,2487672,"Manacus manacus (Linnaeus, 1766)",85,SPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Manacus,2487665.0,Manacus manacus,2487672.0,LC,Manacus manacus,"(Linnaeus, 1766)"
734,2487740,2487740,"Masius chrysopterus (Lafresnaye, 1843)",568,SPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Masius,2487739.0,Masius chrysopterus,2487740.0,LC,Masius chrysopterus,"(Lafresnaye, 1843)"
717,6171777,6171777,"Masius chrysopterus coronulatus P.L.Sclater, 1860",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Masius,2487739.0,Masius chrysopterus,2487740.0,,Masius chrysopterus coronulatus,"P.L.Sclater, 1860"
91,6171703,6171703,"Machaeropterus regulus striolatus (Bonaparte, 1838)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Machaeropterus,2487746.0,Machaeropterus regulus,2487747.0,,Machaeropterus regulus striolatus,"(Bonaparte, 1838)"
761,2487754,2487754,"Machaeropterus deliciosus (P.L.Sclater, 1860)",1710,SPECIES,ACCEPTED,Passeriformes,729.0,Pipridae,5270.0,Machaeropterus,2487746.0,Machaeropterus deliciosus,2487754.0,LC,Machaeropterus deliciosus,"(P.L.Sclater, 1860)"
208,2490963,2490963,"Myornis senilis (Lafresnaye, 1840)",8,SPECIES,ACCEPTED,Passeriformes,729.0,Rhinocryptidae,5281.0,Myornis,2490962.0,Myornis senilis,2490963.0,LC,Myornis senilis,"(Lafresnaye, 1840)"
