taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory	absoluteRatio	rarity
7059609	Electron platyrhynchum platyrhynchum	7059609	Electron platyrhynchum platyrhynchum	2	SUBSPECIES	ACCEPTED	Coraciiformes	1447.0	Momotidae	5255.0	Electron	2475319.0	Electron platyrhynchum	2475321.0		3.0828801499512905e-06	Rare
2477071	Streptoprocne rutila (Vieillot, 1817)	2477071	Streptoprocne rutila (Vieillot, 1817)	455	SPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Streptoprocne	2477070.0	Streptoprocne rutila	2477071.0	LC	0.0007013552341139185	Uncommon
2477082	Streptoprocne zonaris (Shaw, 1796)	2477082	Streptoprocne zonaris (Shaw, 1796)	3446	SPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Streptoprocne	2477070.0	Streptoprocne zonaris	2477082.0	LC	0.005311802498366073	Common
6178527	Streptoprocne zonaris subtropicalis Parkes, 1994	6178527	Streptoprocne zonaris subtropicalis Parkes, 1994	2	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Streptoprocne	2477070.0	Streptoprocne zonaris	2477082.0		3.0828801499512905e-06	Rare
2477116	Aeronautes montivagus (d'Orbigny & Lafresnaye, 1837)	2477116	Aeronautes montivagus (d'Orbigny & Lafresnaye, 1837)	23	SPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Aeronautes	2477107.0	Aeronautes montivagus	2477116.0	LC	3.545312172443984e-05	Uncommon
2477137	Panyptila cayennensis (J.F.Gmelin, 1789)	2477137	Panyptila cayennensis (J.F.Gmelin, 1789)	225	SPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Panyptila	2477135.0	Panyptila cayennensis	2477137.0	LC	0.0003468240168695202	Uncommon
5228621	Chaetura cinereiventris P.L.Sclater, 1862	5228621	Chaetura cinereiventris P.L.Sclater, 1862	270	SPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Chaetura	2477150.0	Chaetura cinereiventris	5228621.0	LC	0.00041618882024342424	Uncommon
5228635	Chaetura spinicaudus (Temminck, 1839)	5228635	Chaetura spinicaudus (Temminck, 1839)	57	SPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Chaetura	2477150.0	Chaetura spinicaudus	5228635.0	LC	8.786208427361178e-05	Uncommon
2477280	Cypseloides cryptus J.T.Zimmer, 1945	2477280	Cypseloides cryptus J.T.Zimmer, 1945	2	SPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Cypseloides	2477279.0	Cypseloides cryptus	2477280.0	LC	3.0828801499512905e-06	Rare
2477289	Cypseloides cherriei Ridgway, 1893	2477289	Cypseloides cherriei Ridgway, 1893	98	SPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Cypseloides	2477279.0	Cypseloides cherriei	2477289.0	DD	0.00015106112734761324	Uncommon
2477290	Cypseloides lemosi Eisenmann & Lehmann, 1962	2477290	Cypseloides lemosi Eisenmann & Lehmann, 1962	3	SPECIES	ACCEPTED	Apodiformes	1448.0	Apodidae	2993.0	Cypseloides	2477279.0	Cypseloides lemosi	2477290.0	LC	4.624320224926936e-06	Rare
2476052	Ramphomicron microrhynchum (Boissonneau, 1840)	2476052	Ramphomicron microrhynchum (Boissonneau, 1840)	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Ramphomicron	2476051.0	Ramphomicron microrhynchum	2476052.0	LC	1.5414400749756452e-06	Very Rare
2476063	Chlorostilbon gibsoni (Fraser, 1840)	2476063	Chlorostilbon gibsoni (Fraser, 1840)	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Chlorostilbon	2476058.0	Chlorostilbon gibsoni	2476063.0	LC	1.5414400749756452e-06	Very Rare
2476077	Chlorostilbon mellisugus (Linnaeus, 1758)	2476077	Chlorostilbon mellisugus (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Chlorostilbon	2476058.0	Chlorostilbon mellisugus	2476077.0	LC	1.5414400749756452e-06	Very Rare
2476094	Chlorostilbon melanorhynchus Gould, 1860	2476094	Chlorostilbon melanorhynchus Gould, 1860	310	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Chlorostilbon	2476058.0	Chlorostilbon melanorhynchus	2476094.0	LC	0.00047784642324245	Uncommon
2476139	Myrtis fanny (R.Lesson, 1838)	2476139	Myrtis fanny (R.Lesson, 1838)	110	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Myrtis	2476138.0	Myrtis fanny	2476139.0	LC	0.00016955840824732098	Uncommon
2476168	Adelomyia melanogenys (Fraser, 1840)	2476168	Adelomyia melanogenys (Fraser, 1840)	304	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Adelomyia	2476167.0	Adelomyia melanogenys	2476168.0	LC	0.00046859778279259616	Uncommon
2476195	Florisuga mellivora (Linnaeus, 1758)	2476195	Florisuga mellivora (Linnaeus, 1758)	9156	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Florisuga	2476192.0	Florisuga mellivora	2476195.0	LC	0.014113425326477008	Abundant
6178733	Florisuga mellivora mellivora	6178733	Florisuga mellivora mellivora	24	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Florisuga	2476192.0	Florisuga mellivora	2476195.0		3.6994561799415486e-05	Uncommon
2476199	Schistes geoffroyi (Bourcier, 1843)	2476199	Schistes geoffroyi (Bourcier, 1843)	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Schistes	2476198.0	Schistes geoffroyi	2476199.0	LC	1.5414400749756452e-06	Very Rare
8752472	Schistes albogularis Gould, 1852	8752472	Schistes albogularis Gould, 1852	829	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Schistes	2476198.0	Schistes albogularis	8752472.0	LC	0.00127785382215481	Common
6178847	Schistes geoffroyi albogularis Gould, 1852	8752472	Schistes albogularis Gould, 1852	3	SUBSPECIES	SYNONYM	Apodiformes	1448.0	Trochilidae	5289.0	Schistes	2476198.0	Schistes albogularis	8752472.0		4.624320224926936e-06	Rare
5228462	Threnetes ruckeri (Bourcier, 1847)	5228462	Threnetes ruckeri (Bourcier, 1847)	19	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Threnetes	2476204.0	Threnetes ruckeri	5228462.0	LC	2.928736142453726e-05	Rare
2476219	Heliothryx barroti (Bourcier, 1843)	2476219	Heliothryx barroti (Bourcier, 1843)	676	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Heliothryx	2476218.0	Heliothryx barroti	2476219.0	LC	0.0010420134906835362	Uncommon
2476279	Urosticte benjamini (Bourcier, 1851)	2476279	Urosticte benjamini (Bourcier, 1851)	3575	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Urosticte	2476278.0	Urosticte benjamini	2476279.0	LC	0.005510648268037932	Common
7060010	Urosticte benjamini benjamini	2476279	Urosticte benjamini (Bourcier, 1851)	15	SUBSPECIES	SYNONYM	Apodiformes	1448.0	Trochilidae	5289.0	Urosticte	2476278.0	Urosticte benjamini	2476279.0		2.312160112463468e-05	Rare
5228490	Lesbia nuna (R.Lesson, 1832)	5228490	Lesbia nuna (R.Lesson, 1832)	16	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Lesbia	2476292.0	Lesbia nuna	5228490.0	LC	2.4663041199610324e-05	Rare
5228496	Lesbia victoriae (Bourcier & Mulsant, 1846)	5228496	Lesbia victoriae (Bourcier & Mulsant, 1846)	37	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Lesbia	2476292.0	Lesbia victoriae	5228496.0	LC	5.7033282774098876e-05	Uncommon
2476344	Haplophaedia lugens (Gould, 1852)	2476344	Haplophaedia lugens (Gould, 1852)	19	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Haplophaedia	2476335.0	Haplophaedia lugens	2476344.0	NT	2.928736142453726e-05	Rare
2476351	Ocreatus underwoodii (R.Lesson, 1832)	2476351	Ocreatus underwoodii (R.Lesson, 1832)	4490	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Ocreatus	2476350.0	Ocreatus underwoodii	2476351.0	LC	0.0069210659366406475	Common
6178930	Ocreatus underwoodii melanantherus (Jardine, 1851)	6178930	Ocreatus underwoodii melanantherus (Jardine, 1851)	19	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Ocreatus	2476350.0	Ocreatus underwoodii	2476351.0		2.928736142453726e-05	Rare
5228511	Philodice mitchellii (Bourcier, 1847)	2476368	Calliphlox mitchellii (Bourcier, 1847)	3077	SPECIES	SYNONYM	Apodiformes	1448.0	Trochilidae	5289.0	Calliphlox	2476367.0	Calliphlox mitchellii	2476368.0	NE	0.00474301111070006	Common
2476368	Calliphlox mitchellii (Bourcier, 1847)	2476368	Calliphlox mitchellii (Bourcier, 1847)	9	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Calliphlox	2476367.0	Calliphlox mitchellii	2476368.0	LC	1.3872960674780808e-05	Rare
2476373	Calliphlox amethystina (Boddaert, 1783)	2476373	Calliphlox amethystina (Boddaert, 1783)	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Calliphlox	2476367.0	Calliphlox amethystina	2476373.0	LC	1.5414400749756452e-06	Very Rare
2476380	Eutoxeres aquila (Bourcier, 1847)	2476380	Eutoxeres aquila (Bourcier, 1847)	32	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Eutoxeres	2476376.0	Eutoxeres aquila	2476380.0	LC	4.932608239922065e-05	Uncommon
2476385	Aglaiocercus coelestis (Gould, 1861)	2476385	Aglaiocercus coelestis (Gould, 1861)	3113	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Aglaiocercus	2476384.0	Aglaiocercus coelestis	2476385.0	LC	0.004798502953399184	Common
7060092	Aglaiocercus coelestis coelestis	7060092	Aglaiocercus coelestis coelestis	8	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Aglaiocercus	2476384.0	Aglaiocercus coelestis	2476385.0		1.2331520599805162e-05	Rare
2476388	Aglaiocercus kingii (R.Lesson, 1832)	2476388	Aglaiocercus kingii (R.Lesson, 1832)	2	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Aglaiocercus	2476384.0	Aglaiocercus kingii	2476388.0	LC	3.0828801499512905e-06	Rare
2476441	Amazilia tzacatl (de la Llave, 1833)	2476441	Amazilia tzacatl (de la Llave, 1833)	12433	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Amazilia	2476407.0	Amazilia tzacatl	2476441.0	LC	0.019164724452172197	Abundant
6179015	Amazilia tzacatl jucunda (Heine, 1863)	6179015	Amazilia tzacatl jucunda (Heine, 1863)	4	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Amazilia	2476407.0	Amazilia tzacatl	2476441.0		6.165760299902581e-06	Rare
2476528	Thalurania colombica (Bourcier, 1843)	2476528	Thalurania colombica (Bourcier, 1843)	6993	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Thalurania	2476526.0	Thalurania colombica	2476528.0	LC	0.010779290444304687	Abundant
7949914	Thalurania colombica verticeps (Gould, 1851)	7949914	Thalurania colombica verticeps (Gould, 1851)	34	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Thalurania	2476526.0	Thalurania colombica	2476528.0		5.2408962549171936e-05	Uncommon
8384677	Thalurania colombica fannyae (Delattre & Bourcier, 1846)	8384677	Thalurania colombica fannyae (Delattre & Bourcier, 1846)	24	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Thalurania	2476526.0	Thalurania colombica	2476528.0		3.6994561799415486e-05	Uncommon
2476533	Thalurania furcata (J.F.Gmelin, 1788)	2476533	Thalurania furcata (J.F.Gmelin, 1788)	3	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Thalurania	2476526.0	Thalurania furcata	2476533.0	LC	4.624320224926936e-06	Rare
2476572	Phaethornis longuemareus (R.Lesson, 1832)	2476572	Phaethornis longuemareus (R.Lesson, 1832)	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Phaethornis	2476571.0	Phaethornis longuemareus	2476572.0	LC	1.5414400749756452e-06	Very Rare
2476588	Phaethornis yaruqui (Bourcier, 1851)	2476588	Phaethornis yaruqui (Bourcier, 1851)	6804	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Phaethornis	2476571.0	Phaethornis yaruqui	2476588.0	LC	0.01048795827013429	Abundant
2476589	Phaethornis syrmatophorus Gould, 1852	2476589	Phaethornis syrmatophorus Gould, 1852	2438	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Phaethornis	2476571.0	Phaethornis syrmatophorus	2476589.0	LC	0.003758030902790623	Common
7192799	Phaethornis syrmatophorus syrmatophorus	7192799	Phaethornis syrmatophorus syrmatophorus	9	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Phaethornis	2476571.0	Phaethornis syrmatophorus	2476589.0		1.3872960674780808e-05	Rare
2476600	Phaethornis striigularis Gould, 1854	2476600	Phaethornis striigularis Gould, 1854	600	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Phaethornis	2476571.0	Phaethornis striigularis	2476600.0	LC	0.0009248640449853871	Uncommon
2476632	Phaethornis atrimentalis Lawrence, 1858	2476632	Phaethornis atrimentalis Lawrence, 1858	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Phaethornis	2476571.0	Phaethornis atrimentalis	2476632.0	LC	1.5414400749756452e-06	Very Rare
5228530	Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)	5228530	Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Eriocnemis	2476643.0	Eriocnemis nigrivestis	5228530.0	EN	1.5414400749756452e-06	Very Rare
2476710	Heliangelus strophianus (Gould, 1846)	2476710	Heliangelus strophianus (Gould, 1846)	203	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Heliangelus	2476694.0	Heliangelus strophianus	2476710.0	LC	0.00031291233522005597	Uncommon
2476718	Anthracothorax nigricollis (Vieillot, 1817)	2476718	Anthracothorax nigricollis (Vieillot, 1817)	29	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Anthracothorax	2476712.0	Anthracothorax nigricollis	2476718.0	LC	4.4701762174293714e-05	Uncommon
2476786	Boissonneaua jardini (Bourcier, 1851)	2476786	Boissonneaua jardini (Bourcier, 1851)	1251	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Boissonneaua	2476785.0	Boissonneaua jardini	2476786.0	LC	0.001928341533794532	Common
2476787	Boissonneaua flavescens (Loddiges, 1832)	2476787	Boissonneaua flavescens (Loddiges, 1832)	411	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Boissonneaua	2476785.0	Boissonneaua flavescens	2476787.0	LC	0.0006335318708149902	Uncommon
6178921	Boissonneaua flavescens tinochlora Oberholser, 1902	6178921	Boissonneaua flavescens tinochlora Oberholser, 1902	3	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Boissonneaua	2476785.0	Boissonneaua flavescens	2476787.0		4.624320224926936e-06	Rare
2476860	Metallura tyrianthina (Loddiges, 1832)	2476860	Metallura tyrianthina (Loddiges, 1832)	32	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Metallura	2476858.0	Metallura tyrianthina	2476860.0	LC	4.932608239922065e-05	Uncommon
2476897	Urochroa bougueri (Bourcier, 1851)	2476897	Urochroa bougueri (Bourcier, 1851)	927	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Urochroa	2476896.0	Urochroa bougueri	2476897.0	LC	0.0014289149495024232	Common
2476911	Discosura conversii (Bourcier & Mulsant, 1846)	2476911	Discosura conversii (Bourcier & Mulsant, 1846)	2174	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Discosura	2476900.0	Discosura conversii	2476911.0	LC	0.0033510907229970526	Common
5228583	Chaetocercus bombus Gould, 1871	5228583	Chaetocercus bombus Gould, 1871	9	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Chaetocercus	2476913.0	Chaetocercus bombus	5228583.0	NT	1.3872960674780808e-05	Rare
5788533	Chaetocercus mulsant (Bourcier, 1843)	5788533	Chaetocercus mulsant (Bourcier, 1843)	199	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Chaetocercus	2476913.0	Chaetocercus mulsant	5788533.0	LC	0.0003067465749201534	Uncommon
2476931	Heliodoxa rubinoides (Bourcier & Mulsant, 1846)	2476931	Heliodoxa rubinoides (Bourcier & Mulsant, 1846)	3338	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Heliodoxa	2476930.0	Heliodoxa rubinoides	2476931.0	LC	0.0051453269702687035	Common
6178830	Heliodoxa rubinoides aequatorialis (Gould, 1860)	6178830	Heliodoxa rubinoides aequatorialis (Gould, 1860)	6	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Heliodoxa	2476930.0	Heliodoxa rubinoides	2476931.0		9.248640449853871e-06	Rare
2476948	Heliodoxa jacula Gould, 1850	2476948	Heliodoxa jacula Gould, 1850	5886	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Heliodoxa	2476930.0	Heliodoxa jacula	2476948.0	LC	0.009072916281306648	Abundant
6178825	Heliodoxa jacula jamesoni (Bourcier, 1851)	8357694	Heliodoxa jacula jamersoni (Bourcier, 1851)	8	SUBSPECIES	SYNONYM	Apodiformes	1448.0	Trochilidae	5289.0	Heliodoxa	2476930.0	Heliodoxa jacula	2476948.0		1.2331520599805162e-05	Rare
8357694	Heliodoxa jacula jamersoni (Bourcier, 1851)	8357694	Heliodoxa jacula jamersoni (Bourcier, 1851)	3	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Heliodoxa	2476930.0	Heliodoxa jacula	2476948.0		4.624320224926936e-06	Rare
2476953	Heliodoxa imperatrix (Gould, 1856)	2476953	Heliodoxa imperatrix (Gould, 1856)	2329	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Heliodoxa	2476930.0	Heliodoxa imperatrix	2476953.0	LC	0.0035900139346182777	Common
2476964	Patagona gigas (Vieillot, 1824)	2476964	Patagona gigas (Vieillot, 1824)	9	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Patagona	2476963.0	Patagona gigas	2476964.0	LC	1.3872960674780808e-05	Rare
2476971	Doryfera ludovicae (Bourcier & Mulsant, 1847)	2476971	Doryfera ludovicae (Bourcier & Mulsant, 1847)	1034	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Doryfera	2476967.0	Doryfera ludovicae	2476971.0	LC	0.0015938490375248173	Common
7192811	Doryfera ludovicae ludovicae	7192811	Doryfera ludovicae ludovicae	2	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Doryfera	2476967.0	Doryfera ludovicae	2476971.0		3.0828801499512905e-06	Rare
2476994	Heliomaster longirostris (Audebert & Vieillot, 1801)	2476994	Heliomaster longirostris (Audebert & Vieillot, 1801)	25	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Heliomaster	2476988.0	Heliomaster longirostris	2476994.0	LC	3.853600187439113e-05	Uncommon
2477040	Coeligena lutetiae (Delattre & Bourcier, 1846)	2477040	Coeligena lutetiae (Delattre & Bourcier, 1846)	2	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Coeligena	2477027.0	Coeligena lutetiae	2477040.0	LC	3.0828801499512905e-06	Rare
2477042	Coeligena wilsoni (Delattre & Bourcier, 1846)	2477042	Coeligena wilsoni (Delattre & Bourcier, 1846)	2492	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Coeligena	2477027.0	Coeligena wilsoni	2477042.0	LC	0.003841268666839308	Common
2477053	Coeligena torquata (Boissonneau, 1840)	2477053	Coeligena torquata (Boissonneau, 1840)	243	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Coeligena	2477027.0	Coeligena torquata	2477053.0	LC	0.0003745699382190818	Uncommon
2477062	Coeligena coeligena (R.Lesson, 1833)	2477062	Coeligena coeligena (R.Lesson, 1833)	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Coeligena	2477027.0	Coeligena coeligena	2477062.0	LC	1.5414400749756452e-06	Very Rare
10907193	Amazilis amazilia (R.Lesson & Garnot, 1827)	10907193	Amazilis amazilia (R.Lesson & Garnot, 1827)	1	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Amazilis	4847893.0	Amazilis amazilia	10907193.0	NE	1.5414400749756452e-06	Very Rare
10925050	Polyerata rosenbergi Boucard, 1895	10925050	Polyerata rosenbergi Boucard, 1895	49	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Polyerata	4849016.0	Polyerata rosenbergi	10925050.0	NE	7.553056367380662e-05	Uncommon
10912964	Uranomitra franciae (Bourcier & Mulsant, 1846)	10912964	Uranomitra franciae (Bourcier & Mulsant, 1846)	7845	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Uranomitra	4849137.0	Uranomitra franciae	10912964.0	NE	0.012092597388183936	Abundant
10969016	Uranomitra franciae viridiceps (Gould, 1860)	10969016	Uranomitra franciae viridiceps (Gould, 1860)	17	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Uranomitra	4849137.0	Uranomitra franciae	10912964.0		2.6204481274585968e-05	Rare
6178975	Amazilia franciae viridiceps (Gould, 1860)	10969016	Uranomitra franciae viridiceps (Gould, 1860)	14	SUBSPECIES	SYNONYM	Apodiformes	1448.0	Trochilidae	5289.0	Uranomitra	4849137.0	Uranomitra franciae	10912964.0		2.1580161049659035e-05	Rare
2476474	Amazilia franciae (Bourcier & Mulsant, 1846)	10912964	Uranomitra franciae (Bourcier & Mulsant, 1846)	9	SPECIES	SYNONYM	Apodiformes	1448.0	Trochilidae	5289.0	Uranomitra	4849137.0	Uranomitra franciae	10912964.0	LC	1.3872960674780808e-05	Rare
5228474	Colibri coruscans (Gould, 1846)	5228474	Colibri coruscans (Gould, 1846)	2280	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Colibri	5228473.0	Colibri coruscans	5228474.0	LC	0.003514483370944471	Common
7192874	Colibri coruscans coruscans	7192874	Colibri coruscans coruscans	6	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Colibri	5228473.0	Colibri coruscans	5228474.0		9.248640449853871e-06	Rare
5228485	Colibri delphinae (R.Lesson, 1839)	5228485	Colibri delphinae (R.Lesson, 1839)	4905	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Colibri	5228473.0	Colibri delphinae	5228485.0	LC	0.00756076356775554	Abundant
9053125	Colibri cyanotus (Bourcier, 1843)	9053125	Colibri cyanotus (Bourcier, 1843)	467	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Colibri	5228473.0	Colibri cyanotus	9053125.0	NE	0.0007198525150136264	Uncommon
9148492	Colibri cyanotus cyanotus	9148492	Colibri cyanotus cyanotus	5	SUBSPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Colibri	5228473.0	Colibri cyanotus	9053125.0		7.707200374878227e-06	Rare
11080380	Chlorestes julie (Bourcier, 1843)	11080380	Chlorestes julie (Bourcier, 1843)	117	SPECIES	ACCEPTED	Apodiformes	1448.0	Trochilidae	5289.0	Chlorestes	7611138.0	Chlorestes julie	11080380.0	NE	0.00018034848877215048	Uncommon
2496669	Trogon comptus J.T.Zimmer, 1948	2496669	Trogon comptus J.T.Zimmer, 1948	62	SPECIES	ACCEPTED	Trogoniformes	1449.0	Trogonidae	9356.0	Trogon	2496633.0	Trogon comptus	2496669.0	LC	9.556928464849e-05	Uncommon
2496673	Trogon personatus Gould, 1842	2496673	Trogon personatus Gould, 1842	1701	SPECIES	ACCEPTED	Trogoniformes	1449.0	Trogonidae	9356.0	Trogon	2496633.0	Trogon personatus	2496673.0	LC	0.0026219895675335726	Common
6177784	Trogon personatus assimilis Gould, 1846	6177784	Trogon personatus assimilis Gould, 1846	9	SUBSPECIES	ACCEPTED	Trogoniformes	1449.0	Trogonidae	9356.0	Trogon	2496633.0	Trogon personatus	2496673.0		1.3872960674780808e-05	Rare
11236628	Trogon cupreicauda (Chapman, 1914)	6177809	Trogon rufus cupreicauda (Chapman, 1914)	6	SPECIES	SYNONYM	Trogoniformes	1449.0	Trogonidae	9356.0	Trogon	2496633.0	Trogon rufus	2496683.0	NE	9.248640449853871e-06	Rare
2496700	Trogon collaris Vieillot, 1817	2496700	Trogon collaris Vieillot, 1817	233	SPECIES	ACCEPTED	Trogoniformes	1449.0	Trogonidae	9356.0	Trogon	2496633.0	Trogon collaris	2496700.0	LC	0.00035915553746932534	Uncommon
5788446	Trogon caligatus Gould, 1838	5788446	Trogon caligatus Gould, 1838	14	SPECIES	ACCEPTED	Trogoniformes	1449.0	Trogonidae	9356.0	Trogon	2496633.0	Trogon caligatus	5788446.0	LC	2.1580161049659035e-05	Rare
5788448	Trogon chionurus P.L.Sclater & Salvin, 1871	5788448	Trogon chionurus P.L.Sclater & Salvin, 1871	16	SPECIES	ACCEPTED	Trogoniformes	1449.0	Trogonidae	9356.0	Trogon	2496633.0	Trogon chionurus	5788448.0	LC	2.4663041199610324e-05	Rare
2496719	Pharomachrus antisianus (d'Orbigny, 1837)	2496719	Pharomachrus antisianus (d'Orbigny, 1837)	116	SPECIES	ACCEPTED	Trogoniformes	1449.0	Trogonidae	9356.0	Pharomachrus	2496714.0	Pharomachrus antisianus	2496719.0	LC	0.00017880704869717486	Uncommon
2496720	Pharomachrus auriceps (Gould, 1842)	2496720	Pharomachrus auriceps (Gould, 1842)	3775	SPECIES	ACCEPTED	Trogoniformes	1449.0	Trogonidae	9356.0	Pharomachrus	2496714.0	Pharomachrus auriceps	2496720.0	LC	0.005818936283033061	Common
7192479	Pharomachrus auriceps auriceps	7192479	Pharomachrus auriceps auriceps	2	SUBSPECIES	ACCEPTED	Trogoniformes	1449.0	Trogonidae	9356.0	Pharomachrus	2496714.0	Pharomachrus auriceps	2496720.0		3.0828801499512905e-06	Rare
2497921	Tyto alba (Scopoli, 1769)	2497921	Tyto alba (Scopoli, 1769)	61	SPECIES	ACCEPTED	Strigiformes	1450.0	Tytonidae	5292.0	Tyto	2497905.0	Tyto alba	2497921.0	LC	9.402784457351436e-05	Uncommon
