scientificName,altcommonNames,internalTaxonId,maincommonName,Synonym
Chrysuronia coeruleogularis,,22687414,Sapphire-throated Hummingbird,"Lepidopyga coeruleogularis, Trochilus Coeruleogularis, Amazilia coeruleogularis"
Chrysuronia goudoti,,22687421,Shining-green Hummingbird,"Lepidopyga goudoti, Trochilus Goudoti, Amazilia goudoti"
Chrysuronia grayi,,22733641,Gray's Hummingbird,"Hylocharis grayi, Amazilia grayi"
Chrysuronia humboldtii,,22733646,Humboldt's Hummingbird,"Hylocharis humboldtii, Amazilia humboldtii"
Chrysuronia leucogaster,,22687574,Plain-bellied Emerald,Amazilia leucogaster
Chrysuronia lilliae,,22687417,Sapphire-bellied Hummingbird,"Lepidopyga lilliae, Amazilia lilliae"
Chrysuronia oenone,,22687458,Golden-tailed Sapphire,"Chrysuronia oenone, Ornismya oenone, Amazilia oenone"
Chrysuronia versicolor,Versicolored Emerald,22687525,Versicolored Emerald,Amazilia versicolor
Chunga burmeisteri,,22692208,Black-legged Seriema,
Ciccaba albitarsis,,22689154,Rufous-banded Owl,"Strix albitarsis, Ciccaba albitarsus, Ciccaba albitarsis"
Ciccaba huhula,,22689144,Black-banded Owl,"Ciccaba huhula, Strix huhula"
Ciccaba nigrolineata,,22689133,Black-and-white Owl,"Ciccaba nigrolineata, Strix nigrolineata"
Ciccaba virgata,,22689122,Mottled Owl,"Ciccaba virgata, Strix virgata"
Cichladusa arquata,"Collared Palm Thrush, Collared Palm-Thrush",22709864,Collared Palm-thrush,
Cichladusa guttata,"Spotted Morning-thrush, Spotted Morning-Thrush, Spotted Palm Thrush",22709876,Spotted Palm-thrush,
Cichladusa ruficauda,"Rufous-tailed Palm Thrush, Rufous-tailed Palm-Thrush",22709870,Rufous-tailed Palm-thrush,
Cichlocolaptes holti,,103671013,Small Pale-browed Treehunter,
Cichlocolaptes leucophrus,,103670955,Large Pale-browed Treehunter,
Cichlocolaptes mazarbarnetti,,103671170,Cryptic Treehunter,
Cichlopsis chubbi,,103881133,Chestnut-throated Solitaire,
Cichlopsis gularis,,103881097,Guianan Solitaire,
Cichlopsis leucogenys,,103880486,Rufous-brown Solitaire,
Cichlopsis peruviana,,103880904,Peruvian Solitaire,
Cicinnurus magnificus,,22706199,Magnificent Bird-of-paradise,
Cicinnurus regius,King Bird-of-Paradise,22706208,King Bird-of-paradise,
Cicinnurus respublica,,22706202,Wilson's Bird-of-paradise,Diphyllodes respublica respublica
Ciconia abdimii,,22697673,Abdim's Stork,
Ciconia boyciana,"Japanese White Stork, Oriental White Stork",22697695,Oriental Stork,
Ciconia ciconia,,22697691,White Stork,
Ciconia episcopus,"White-necked Stork, Woolly-necked Stork",22727255,Asian Woollyneck,
Ciconia maguari,,22697688,Maguari Stork,
Ciconia microscelis,,22727265,African Woollyneck,
Ciconia nigra,,22697669,Black Stork,Ardea nigra
Ciconia stormi,,22697685,Storm's Stork,
Cinclidium frontale,,22710117,Blue-fronted Robin,
Cinclocerthia gutturalis,Gray Trembler,22711133,Grey Trembler,
Cinclocerthia ruficauda,,22711130,Brown Trembler,
Cinclodes albidiventris,,22736226,Chestnut-winged Cinclodes,Cinclodes fuscus
Cinclodes albiventris,,22736220,Cream-winged Cinclodes,Cinclodes fuscus
Cinclodes antarcticus,,103670928,Blackish Cinclodes,
Cinclodes aricomae,,22724402,Royal Cinclodes,
Cinclodes atacamensis,,22702114,White-winged Cinclodes,
Cinclodes comechingonus,,22702082,Cordoba Cinclodes,
Cinclodes excelsior,,22702095,Stout-billed Cinclodes,
Cinclodes fuscus,,22736215,Buff-winged Cinclodes,
Cinclodes maculirostris,,103670944,Black Cinclodes,
Cinclodes nigrofumosus,Chilean Seaside Cinclodes,22702107,Seaside Cinclodes,
Cinclodes olrogi,,22702092,Olrog's Cinclodes,
Cinclodes oustaleti,Gray-flanked Cinclodes,22702088,Grey-flanked Cinclodes,
Cinclodes pabsti,,22702085,Long-tailed Cinclodes,
Cinclodes palliatus,,22702117,White-bellied Cinclodes,
Cinclodes patagonicus,,22702100,Dark-bellied Cinclodes,
Cinclodes taczanowskii,Peruvian Seaside Cinclodes,22702103,Surf Cinclodes,
Cincloramphus bivittatus,"Buff-banded Grassbird, Buff-banded Thicketbird",22715521,Buff-banded Bushbird,"Buettikoferella bivittata, Napothera bivittata"
Cincloramphus cruralis,,22715511,Brown Songlark,
Cincloramphus grosvenori,Bismarck Thicketbird,22715529,New Britain Thicketbird,"Cichlornis grosvenori grosvenori, Megalurulus grosvenori"
Cincloramphus llaneae,Melanesian Thicketbird,22715535,Bougainville Thicketbird,"Cichlornis llaneae llaneae, Megalurulus llaneae"
Cincloramphus macrurus,,103795115,Papuan Grassbird,
Cincloramphus mariae,New Caledonian Grassbird,22715525,New Caledonian Thicketbird,Megalurulus mariae
Cincloramphus mathewsi,,22715514,Rufous Songlark,
Cincloramphus rubiginosus,,22715549,Rusty Thicketbird,"Ortygocichla rubiginosa rubiginosus, Megalurulus rubiginosus"
Cincloramphus rufus,Long-legged Warbler,22715555,Long-legged Thicketbird,"Trichocichla rufa, Megalurulus rufus"
Cincloramphus timoriensis,,103795069,Tawny Grassbird,
Cincloramphus turipavae,,103798488,Guadalcanal Thicketbird,Megalurulus turipavae
Cincloramphus whitneyi,,103798480,Santo Thicketbird,Megalurulus whitneyi
Cinclosoma ajax,,22705363,Painted Quail-thrush,
Cinclosoma alisteri,,103693230,Nullarbor Quail-thrush,
Cinclosoma castaneothorax,,103693193,Chestnut-breasted Quail-thrush,
Cinclosoma castanotum,Chestnut-backed Quail-thrush,22705345,Chestnut Quail-thrush,Cinclosoma castanotus castanotus
Cinclosoma cinnamomeum,,103693226,Cinnamon Quail-thrush,
Cinclosoma marginatum,,103693208,Western Quail-thrush,
Cinclosoma punctatum,,22705342,Spotted Quail-thrush,
Cinclus cinclus,Dipper,22708156,White-throated Dipper,
Cinclus leucocephalus,,22708166,White-capped Dipper,
Cinclus mexicanus,,22708163,American Dipper,
Cinclus pallasii,,22708160,Brown Dipper,
Cinclus schulzii,,22708169,Rufous-throated Dipper,"Cinclus schulzi, Cinclus schulzii"
Cinnycerthia fulva,,22733810,Fulvous Wren,
Cinnycerthia olivascens,Sepia-brown Wren,22733815,Sharpe's Wren,
Cinnycerthia peruana,,22733805,Peruvian Wren,
Cinnycerthia unirufa,,22711351,Rufous Wren,
Cinnyricinclus leucogaster,,22710791,Violet-backed Starling,
Cinnyris afer,,103798399,Greater Double-collared Sunbird,Nectarinia afra
Cinnyris asiaticus,,22717855,Purple Sunbird,Nectarinia asiatica
Cinnyris batesi,,22717687,Bates's Sunbird,Nectarinia batesi
Cinnyris bifasciatus,,103801419,Purple-banded Sunbird,Nectarinia bifasciata
Cinnyris bouvieri,,22717846,Orange-tufted Sunbird,Nectarinia bouvieri
Cinnyris buettikoferi,Sumba Sunbird,22717801,Apricot-breasted Sunbird,Nectarinia buettikoferi
Cinnyris chalcomelas,,22718012,Violet-breasted Sunbird,Nectarinia chalcomelas
Cinnyris chalybeus,,22717869,Southern Double-collared Sunbird,Nectarinia chalybea
Cinnyris chloropygius,,22717919,Olive-bellied Sunbird,Nectarinia chloropygia
Cinnyris coccinigastrus,,22718027,Splendid Sunbird,Nectarinia coccinigaster
Cinnyris comorensis,,22717817,Anjouan Sunbird,Nectarinia comorensis
Cinnyris congensis,Congo Black-bellied Sunbird,22717998,Congo Sunbird,Nectarinia congensis
Cinnyris coquerellii,,22717822,Mayotte Sunbird,Nectarinia coquerellii
Cinnyris cupreus,Coppery Sunbird,22717945,Copper Sunbird,Nectarinia cuprea
Cinnyris dussumieri,,22717754,Seychelles Sunbird,Nectarinia dussumieri
Cinnyris erythrocercus,,22717994,Red-chested Sunbird,Nectarinia erythrocerca
Cinnyris fuelleborni,Olive-bellied Double-collared Sunbird,22735340,Forest Double-collared Sunbird,Nectarinia fuelleborni
Cinnyris fuscus,,22717950,Dusky Sunbird,Nectarinia fusca
Cinnyris gertrudis,,103797518,Western Miombo Sunbird,
Cinnyris habessinicus,,103803926,Shining Sunbird,Nectarinia habessinica
Cinnyris hellmayri,,103804002,Arabian Sunbird,
Cinnyris humbloti,,22717813,Humblot's Sunbird,Nectarinia humbloti
Cinnyris idenburgi,,103804169,Rand's Sunbird,
Cinnyris johannae,,22718031,Johanna's Sunbird,Nectarinia johannae
Cinnyris jugularis,,103804139,Olive-backed Sunbird,Nectarinia jugularis
Cinnyris lotenius,Long-billed Sunbird,22717862,Loten's Sunbird,Nectarinia lotenia
Cinnyris loveridgei,,22717931,Loveridge's Sunbird,Nectarinia loveridgei
Cinnyris ludovicensis,,103798440,Montane Double-collared Sunbird,
Cinnyris manoensis,,103797506,Eastern Miombo Sunbird,
Cinnyris mariquensis,Marico Sunbird,22718003,Mariqua Sunbird,Nectarinia mariquensis
Cinnyris mediocris,,103799498,Eastern Double-collared Sunbird,Nectarinia mediocris
Cinnyris melanogastrus,,103800445,Gorgeous Sunbird,
Cinnyris minullus,,22717923,Tiny Sunbird,Nectarinia minulla
Cinnyris moebii,,103804263,Grand Comoro Sunbird,
Cinnyris moreaui,,22717936,Moreau's Sunbird,Nectarinia moreaui
Cinnyris nectarinioides,Smaller Black-bellied Sunbird,22718043,Black-bellied Sunbird,Nectarinia nectarinioides
Cinnyris neergaardi,,22717903,Neergaard's Sunbird,"Nectarinia neergaardi, Nectarinia neergardi"
Cinnyris notatus,,103804241,Long-billed Sunbird,Nectarinia notata
Cinnyris osea,Northern Orange-tufted Sunbird,22717850,Palestine Sunbird,Nectarinia osea
Cinnyris oustaleti,Oustalet's White-bellied Sunbird,22717841,Oustalet's Sunbird,Nectarinia oustaleti
Cinnyris pembae,,22718017,Pemba Sunbird,Nectarinia pembae
Cinnyris prigoginei,,103798427,Prigogine's Double-collared Sunbird,
Cinnyris pulchellus,,103799817,Beautiful Sunbird,Nectarinia pulchella
Cinnyris regius,,22717927,Regal Sunbird,Nectarinia regia
Cinnyris reichenowi,,22717887,Northern Double-collared Sunbird,Nectarinia preussi
Cinnyris rockefelleri,,22717941,Rockefeller's Sunbird,Nectarinia rockefelleri
Cinnyris rufipennis,,22717954,Rufous-winged Sunbird,Nectarinia rufipennis
Cinnyris shelleyi,,22717990,Shelley's Sunbird,Nectarinia shelleyi
Cinnyris solaris,,22717805,Flame-breasted Sunbird,Nectarinia solaris
Cinnyris sovimanga,,22717808,Souimanga Sunbird,Nectarinia sovimanga
Cinnyris stuhlmanni,,103798409,Ruwenzori Double-collared Sunbird,
Cinnyris superbus,,22718035,Superb Sunbird,Nectarinia superba
Cinnyris talatala,White-bellied Sunbird,22717836,White-breasted Sunbird,Nectarinia talatala
Cinnyris tsavoensis,,103801517,Tsavo Sunbird,
Cinnyris ursulae,Ursula's Mouse-coloured Sunbird,22717831,Ursula's Sunbird,Nectarinia ursulae
Cinnyris usambaricus,,103799620,Usambara Double-collared Sunbird,
Cinnyris venustus,Yellow-bellied Sunbird,22717826,Variable Sunbird,Nectarinia venusta
Cinnyris voeltzkowi,,103804289,Moheli Sunbird,
Circaetus beaudouini,Beaudouin's Snake Eagle,22732272,Beaudouin's Snake-eagle,
Circaetus cinerascens,"Banded Snake-Eagle, Western Banded Snake Eagle",22695283,Western Banded Snake-eagle,
Circaetus cinereus,"Brown Snake Eagle, Brown Snake-Eagle",22695271,Brown Snake-eagle,
Circaetus fasciolatus,"Fasciated Snake-Eagle, Southern Banded Snake Eagle",22695277,Southern Banded Snake-eagle,
Circaetus gallicus,"Short-toed Eagle, Short-toed Snake Eagle",22734216,Short-toed Snake-eagle,
Circaetus pectoralis,"Black-chested Snake Eagle, Black-chested Snake-Eagle",22734223,Black-chested Snake-eagle,
Circus aeruginosus,"Eurasian Marsh Harrier, Marsh Harrier, Western Marsh Harrier, Western Marsh-Harrier",22695344,Western Marsh-harrier,
Circus approximans,Australasian Harrier,22695363,Swamp Harrier,
Circus assimilis,,22695376,Spotted Harrier,
Circus buffoni,,22695373,Long-winged Harrier,
Circus cinereus,,22695393,Cinereous Harrier,
Circus cyaneus,,22727733,Hen Harrier,
Circus hudsonius,,22727740,Northern Harrier,
Circus macrosceles,,22695368,Madagascar Marsh-harrier,
Circus macrourus,Pale Harrier,22695396,Pallid Harrier,
Circus maillardi,"Malagasy Marsh Harrier, Réunion Harrier",22728310,Reunion Marsh-harrier,
Circus maurus,,22695379,Black Harrier,
Circus melanoleucos,,22695402,Pied Harrier,
Circus pygargus,,22695405,Montagu's Harrier,
Circus ranivorus,"African Marsh Harrier, African Marsh-Harrier",22695352,African Marsh-harrier,
Circus spilonotus,,61709141,Eastern Marsh-harrier,
Circus spilothorax,,61709172,Papuan Harrier,
Ciridops anna,Ula-'ai-hawane,22720840,Ula-ai-hawane,
Cissa chinensis,Green Magpie,22705809,Common Green Magpie,
Cissa hypoleuca,Yellow-breasted Magpie,22705813,Indochinese Green Magpie,
Cissa jefferyi,,22724829,Bornean Green Magpie,
Cissa thalassina,,22724821,Javan Green Magpie,
Cissomela pectoralis,,22703913,Banded Honeyeater,"Cissomela pectoralis pectoralis, Certhionyx pectoralis"
Cissopis leverianus,,22722142,Magpie Tanager,Cissopis leveriana
Cisticola aberdare,,22713436,Aberdare Cisticola,
Cisticola aberrans,,103775454,Lazy Cisticola,
Cisticola anderseni,,216557227,White-tailed Cisticola,
Cisticola angusticauda,Long-tailed Cisticola,22713453,Tabora Cisticola,
Cisticola anonymus,,22713287,Chattering Cisticola,
Cisticola aridulus,,22713515,Desert Cisticola,
Cisticola ayresii,,22713540,Wing-snapping Cisticola,
Cisticola bailunduensis,,103775575,Huambo Cisticola,
Cisticola bakerorum,,216556469,Kilombero Cisticola,
Cisticola bodessa,,22713329,Boran Cisticola,
Cisticola brachypterus,Siffling Cisticola,22713474,Short-winged Cisticola,
Cisticola brunnescens,,103776392,Pectoral-patch Cisticola,
Cisticola bulliens,,22713295,Bubbling Cisticola,
Cisticola cantans,,22713279,Singing Cisticola,
Cisticola carruthersi,,22713415,Carruthers's Cisticola,
Cisticola cherina,,22713508,Madagascar Cisticola,Cisticola cherinus cherinus
Cisticola chiniana,,22713333,Rattling Cisticola,Cisticola chinianus chinianus
Cisticola chubbi,,22730835,Chubb's Cisticola,Cisticola discolor
Cisticola cinereolus,,22713340,Ashy Cisticola,
Cisticola cinnamomeus,,103776400,Pale-crowned Cisticola,
Cisticola dambo,"Black-tailed Cisticola, Cloud-scraping Cisticola",22713530,Dambo Cisticola,
Cisticola erythrops,,22713268,Red-faced Cisticola,
Cisticola exilis,,22713544,Golden-headed Cisticola,
Cisticola eximius,"Black-backed Cloud Cisticola, Black-necked Cisticola",22713524,Black-backed Cisticola,
Cisticola fulvicapilla,Piping Cisticola,22713444,Neddicky,Cisticola fulvicapillus fulvicapillus
Cisticola galactotes,,103776048,Rufous-winged Cisticola,
Cisticola guinea,,22713355,Dorst's Cisticola,Cisticola dorsti
Cisticola haematocephalus,,103776144,Coastal Cisticola,
Cisticola haesitatus,Island Cisticola,22713500,Socotra Cisticola,Cisticola haesitata haesitata
Cisticola hunteri,,22713309,Hunter's Cisticola,
Cisticola juncidis,"Fan-tailed Cisticola, Fan-tailed Warbler",22713491,Zitting Cisticola,Cisticola juncidus
Cisticola lais,,22713383,Wailing Cisticola,
Cisticola lateralis,,22713283,Whistling Cisticola,
Cisticola luapula,,103776172,Luapula Cisticola,
Cisticola lugubris,,103776131,Ethiopian Cisticola,
Cisticola marginatus,,103776094,Winding Cisticola,
Cisticola melanurus,Slender-tailed Cisticola,22713459,Black-tailed Cisticola,"Cisticola melanurus, Cisticola melanura, Apalis melanura, Dryodromas melanurus"
Cisticola nana,,22713487,Tiny Cisticola,
Cisticola natalensis,,22713440,Croaking Cisticola,
Cisticola nigriloris,,22713313,Black-lored Cisticola,
Cisticola njombe,,22713401,Churring Cisticola,
Cisticola pipiens,,22713411,Chirping Cisticola,
Cisticola restrictus,,22713394,Tana River Cisticola,Cisticola restricta
Cisticola robustus,,22713430,Stout Cisticola,
Cisticola ruficeps,,22713344,Red-pate Cisticola,
Cisticola rufilatus,Grey Cisticola,22713365,Tinkling Cisticola,
Cisticola rufus,,22713479,Rufous Cisticola,
Cisticola subruficapilla,Red-headed Cisticola,22713370,Grey-backed Cisticola,Cisticola subruficapillus subruficapillus
Cisticola textrix,Tink-tink Cisticola,22713519,Cloud Cisticola,
Cisticola tinniens,"Lesser Black-backed Cisticola, Tinkling Cisticola",22713419,Levaillant's Cisticola,
Cisticola troglodytes,,22713483,Foxy Cisticola,
Cisticola woosnami,,22713291,Trilling Cisticola,
Cistothorus apolinari,Apolinar's Marsh-wren,22711366,Apolinar's Wren,
Cistothorus meridae,Mérida Wren,22711370,Merida Wren,
Cistothorus palustris,,22711374,Marsh Wren,
Cistothorus platensis,,103886997,Grass Wren,
Cistothorus stellaris,,103887005,Sedge Wren,
Cittura cyanotis,"Lilac-cheeked Kingfisher, Lilac Kingfisher",22726889,Sulawesi Lilac Kingfisher,
Cittura sanghirensis,,22726899,Sangihe Lilac Kingfisher,
Cladorhynchus leucocephalus,,22693709,Banded Stilt,
Clamator coromandus,,22683816,Chestnut-winged Cuckoo,
Clamator glandarius,,22683819,Great Spotted Cuckoo,
Clamator jacobinus,Jacobin Cuckoo,22683800,Jacobin Cuckoo,Oxylophus jacobinus jacobinus
Clamator levaillantii,Striped Cuckoo,22683808,Levaillant's Cuckoo,Oxylophus levaillantii levaillantii
Clanga clanga,Spotted Eagle,22696027,Greater Spotted Eagle,Aquila clanga
Clanga hastata,,22729779,Indian Spotted Eagle,Aquila hastata
Clanga pomarina,,22696022,Lesser Spotted Eagle,Aquila pomarina
Clangula hyemalis,,22680427,Long-tailed Duck,
Claravis pretiosa,"Blue Ground Dove, Blue Ground-Dove",22690809,Blue Ground-dove,
Cleptornis marchei,,22714282,Golden White-eye,
Clibanornis dendrocolaptoides,,22702639,Canebrake Groundcreeper,
Clibanornis erythrocephalus,,22702956,Henna-hooded Foliage-gleaner,"Hylocryptus erythrocephalus, Automolus erythrocephalus"
Clibanornis rectirostris,Henna-capped Foliage-gleaner,22702949,Chestnut-capped Foliage-gleaner,"Automulus rectirostris, Hylocryptus rectirostris"
Clibanornis rubiginosus,,22736330,Ruddy Foliage-gleaner,Automolus rubiginosus
Clibanornis rufipectus,,22736301,Santa Marta Foliage-gleaner,"Automolus rubiginosus, Automolus rufipectus"
Climacteris affinis,,22703571,White-browed Treecreeper,
Climacteris erythrops,,22703574,Red-browed Treecreeper,
Climacteris melanurus,,22703580,Black-tailed Treecreeper,Climacteris melanura
Climacteris picumnus,,22703577,Brown Treecreeper,
Climacteris rufus,,22703591,Rufous Treecreeper,"Climacteris rufa, Climacteris rufa rufa"
Clytoctantes alixii,,22701358,Recurve-billed Bushbird,Clytoctantes alixi
Clytoctantes atrogularis,Rondônia Bushbird,22701364,Rondonia Bushbird,
Clytolaema rubricauda,,22687712,Brazilian Ruby,
Clytomyias insignis,Orange-crowned Fairywren,22703709,Orange-crowned Fairy-wren,
Clytorhynchus hamlini,,22707224,Rennell Shrikebill,
Clytorhynchus nigrogularis,,22735037,Black-throated Shrikebill,
Clytorhynchus pachycephaloides,,22707213,Southern Shrikebill,
Clytorhynchus sanctaecrucis,Santa Cruz Shrikebill,22734762,Nendo Shrikebill,
Clytorhynchus vitiensis,,22707216,Fiji Shrikebill,
Clytospiza monteiri,,22719407,Brown Twinspot,
Cnemarchus erythropygius,"Red-rumped Bush Tyrant, Red-rumped Bush-Tyrant",22699978,Red-rumped Bush-tyrant,Myiotheretes erythropygius
Cnemathraupis aureodorsalis,"Golden-backed Mountain Tanager, Golden-backed Mountain-Tanager",22722611,Golden-backed Mountain-tanager,Buthraupis aureodorsalis
Cnemathraupis eximia,"Black-chested Mountain Tanager, Black-chested Mountain-Tanager",22722606,Black-chested Mountain-tanager,Buthraupis eximia
Cnemophilus loriae,"Loria's Bird-of-paradise, Velvet Satinbird",22706100,Loria's Satinbird,
Cnemophilus macgregorii,,103731110,Yellow Satinbird,
Cnemophilus sanguineus,,103731114,Red Satinbird,
Cnemoscopus chrysogaster,Golden-bellied Bush-tanager,103819218,Golden-bellied Tanager,
Cnemoscopus rubrirostris,,103819177,Grey-hooded Tanager,
Cnemotriccus fuscatus,,22699748,Fuscous Flycatcher,
Cnipodectes subbrunneus,Brownish Flycatcher,22699590,Brownish Twistwing,
Cnipodectes superrufus,,22735464,Rufous Twistwing,
Coccopygia bocagei,,103815110,Angola Waxbill,
Coccopygia melanotis,,103814997,Swee Waxbill,Estrilda melanotis
Coccopygia quartinia,,103815089,Yellow-bellied Waxbill,
Coccothraustes coccothraustes,,22720681,Hawfinch,
Coccycua cinerea,Ash-colored Cuckoo,22684318,Ash-colored Cuckoo,Coccyzus cinereus
Coccycua minuta,,22684379,Little Cuckoo,Piaya minuta
Coccycua pumila,,22684309,Dwarf Cuckoo,Coccyzus pumilus
Coccyzus americanus,,22684331,Yellow-billed Cuckoo,
Coccyzus bahamensis,,22728160,Bahama Lizard-cuckoo,
Coccyzus erythropthalmus,,22684328,Black-billed Cuckoo,
Coccyzus euleri,,22684334,Pearly-breasted Cuckoo,
Coccyzus ferrugineus,,22684340,Cocos Cuckoo,
Coccyzus lansbergi,Gray-capped Cuckoo,22684346,Grey-capped Cuckoo,
Coccyzus longirostris,Hispaniolan Lizard-Cuckoo,22684408,Hispaniolan Lizard-cuckoo,Saurothera longirostris
