scientificName,IUCN_Species_Code,IUCN_common_name,altcommonNames,Synonym
Mirafra affinis,22732442,Jerdon's Bushlark,Jerdon's Bush Lark,
Mirafra africana,22730499,Rufous-naped Lark,,
Mirafra albicauda,22717013,White-tailed Lark,White-tailed Bush Lark,
Mirafra angolensis,22717064,Angola Lark,,
Mirafra apiata,103765237,Cape Clapper Lark,,
Mirafra assamica,22734352,Bengal Bushlark,"Bengal Bush Lark, Rufous-winged Lark",
Mirafra cheniana,22717008,Melodious Lark,Latakoo Lark,
Mirafra collaris,22717076,Collared Lark,,
Mirafra cordofanica,22717023,Kordofan Lark,Kordofan Bush Lark,
Mirafra erythrocephala,22734290,Indochinese Bushlark,Indochinese Bush Lark,Mirafra marionae
Mirafra erythroptera,22717092,Indian Bushlark,"Indian Bush Lark, Indian Lark",
Mirafra fasciolata,103765243,Eastern Clapper Lark,,
Mirafra hypermetra,22717038,Red-winged Lark,Red-winged Bush Lark,
Mirafra javanica,103765775,Horsfield's Bushlark,Australasian Lark,Mirafra cantillans
Mirafra microptera,22732451,Burmese Bushlark,Burmese Bush Lark,
Mirafra passerina,22716992,Monotonous Lark,,
Mirafra pulpa,22717033,Friedmann's Lark,Friedmann's Bush Lark,
Mirafra rufocinnamomea,22717068,Flappet Lark,,
Mirafra sharpii,22717059,Sharpe's Lark,Somali Lark,
Mirafra somalica,200384015,Somali Lark,"Red Somali Lark, Somali Long-billed Lark","Certhilauda somalica, Mirafra ashi"
Mirafra williamsi,22717028,Williams's Lark,Williams's Bush Lark,
Mitrephanes olivaceus,22699783,Olive Flycatcher,Olive Tufted Flycatcher,
Mitrephanes phaeocercus,22699779,Tufted Flycatcher,Northern Tufted Flycatcher,
Mitrospingus cassinii,22722317,Dusky-faced Tanager,,
Mitrospingus oleagineus,22722320,Olive-backed Tanager,,
Mitu mitu,22678486,Alagoas Curassow,,Crax mitu
Mitu salvini,22678472,Salvin's Curassow,Salvin's Currasow,Crax salvini
Mitu tomentosum,22678464,Crestless Curassow,,"Mitu tomentosa tomentosa, Crax tomentosa"
Mitu tuberosum,22678478,Razor-billed Curassow,,"Crax tuberosa, Mitu tuberosa"
Mixornis bornensis,22734568,Bold-striped Tit-babbler,,Macronous bornensis
Mixornis flavicollis,103894706,Grey-cheeked Tit-babbler,,
Mixornis gularis,22735162,Pin-striped Tit-babbler,,Macronous gularis
Mixornis kelleyi,22716302,Grey-faced Tit-babbler,Grey-faced Tit-Babbler,Macronous kelleyi
Mixornis prillwitzi,103894733,Kangean Tit-babbler,,
Mniotilta varia,22721758,Black-and-white Warbler,Black-and-White Warbler,
Modulatrix stictigula,22715779,Spot-throat,,
Moho apicalis,22704329,Oahu Oo,O'ahu 'O'o,
Moho bishopi,22704335,Bishop's Oo,"Bishop's 'O'o, Molokai 'o'o",
Moho braccatus,22704323,Kauai Oo,Kaua'i 'O'o,
Moho nobilis,22704342,Hawaii Oo,Hawai'i 'O'o,
Mohoua albicilla,22705394,Whitehead,,
Mohoua novaeseelandiae,22705400,Pipipi,Brown Creeper,
Mohoua ochrocephala,22705397,Yellowhead,,
Molothrus aeneus,22732035,Bronzed Cowbird,,
Molothrus armenti,22724722,Bronze-brown Cowbird,,
Molothrus ater,22724354,Brown-headed Cowbird,,
Molothrus bonariensis,22724345,Shiny Cowbird,,
Molothrus oryzivorus,22724358,Giant Cowbird,,Scaphidura oryzivora
Molothrus rufoaxillaris,22724342,Screaming Cowbird,,
Momotus aequatorialis,22729189,Highland Motmot,,
Momotus bahamensis,61634940,Trinidad Motmot,,
Momotus coeruliceps,61634591,Blue-crowned Motmot,,
Momotus lessonii,61634649,Blue-diademed Motmot,,
Momotus mexicanus,22683001,Russet-crowned Motmot,,
Momotus momota,61634607,Amazonian Motmot,,
Momotus subrufescens,61634657,Whooping Motmot,,
Monachella coultasi,103735485,New Britain Flyrobin,,
Monachella muelleriana,103735468,Torrent Flyrobin,,
Monarcha castaneiventris,103715139,Chestnut-bellied Monarch,,Monarcha erythrostictus
Monarcha cinerascens,22707237,Island Monarch,,
Monarcha frater,22707240,Black-winged Monarch,,
Monarcha megarhynchus,103715221,Makira Monarch,,
Monarcha melanopsis,22707243,Black-faced Monarch,,
Monarcha richardsii,22707252,White-capped Monarch,,
Monarcha ugiensis,103715229,Ugi Monarch,,
Monasa atra,22682325,Black Nunbird,,
Monasa flavirostris,22682334,Yellow-billed Nunbird,,
Monasa morphoeus,22682331,White-fronted Nunbird,,
Monasa nigrifrons,22682328,Black-fronted Nunbird,,
Monias benschi,22692971,Subdesert Mesite,"Bensch's Mesite, Monias",
Montecincla cachinnans,103874076,Nilgiri Chilappan,Nilgiri Laughingthrush,"Strophocincla cachinnans, Trochalopteron cachinnans"
Montecincla fairbanki,103874452,Palani Chilappan,Palani Laughingthrush,"Strophocincla fairbanki, Trochalopteron fairbanki"
Montecincla jerdoni,103874145,Banasura Chilappan,Banasura Laughingthrush,Trochalopteron jerdoni
Montecincla meridionalis,103874754,Ashambu Chilappan,Travancore Laughingthrush,Trochalopteron meridionale
Monticola angolensis,22708251,Miombo Rock-thrush,"Miombo Rock Thrush, Miombo Rock-Thrush",
Monticola brevipes,22708239,Short-toed Rock-thrush,Short-toed Rock Thrush,
Monticola cinclorhyncha,22708271,Blue-capped Rock-thrush,"Blue-capped Rock Thrush, Blue-capped Rock-Thrush",
Monticola erythronotus,22730713,Amber Mountain Rock-thrush,,
Monticola explorator,22708233,Sentinel Rock-thrush,"Sentinel Rock Thrush, Sentinel Rock-Thrush",
Monticola gularis,22708276,White-throated Rock-thrush,"White-throated Rock Thrush, White-throated Rock-Thrush",
Monticola imerina,22708218,Littoral Rock-thrush,"Littoral Rock Thrush, Littoral Rock-Thrush",Pseudocossyphus imerinus imerinus
Monticola rufiventris,22708281,Chestnut-bellied Rock-thrush,"Chestnut-bellied Rock Thrush, Chestnut-bellied Rock-Thrush",
Monticola rufocinereus,22708265,Little Rock-thrush,"Little Rock Thrush, Little Rock-Thrush",
Monticola rupestris,22708227,Cape Rock-thrush,"Cape Rock Thrush, Cape Rock-Thrush",
Monticola saxatilis,22708257,Rufous-tailed Rock-thrush,"European Rock Thrush, Rock Thrush, Rufous-tailed Rock Thrush, Rufous-tailed Rock-Thrush",
Monticola semirufus,22710457,White-winged Cliff-chat,"White-winged Cliff Chat, White-winged Cliff-Chat","Thamnolaea semirufa, Thamnolaea semirufa semirufa, Myrmecocichla semirufa"
Monticola sharpei,22708202,Forest Rock-thrush,,
Monticola solitarius,22708286,Blue Rock-thrush,"Blue Rock Thrush, Blue Rock-Thrush",
Montifringilla adamsi,22718326,Black-winged Snowfinch,Tibetan Snowfinch,
Montifringilla henrici,22734959,Tibetan Snowfinch,,
Montifringilla nivalis,103819582,White-winged Snowfinch,,
Morococcyx erythropygus,22684447,Lesser Ground-cuckoo,"Lesser Ground Cuckoo, Lesser Ground-Cuckoo",
Morphnarchus princeps,22695754,Barred Hawk,,Leucopternis princeps
Morphnus guianensis,22695991,Crested Eagle,Guianan Crested Eagle,
Morus bassanus,22696657,Northern Gannet,Gannet,Sula bassana bassana
Morus capensis,22696668,Cape Gannet,,Sula capensis
Morus serrator,22696675,Australasian Gannet,Australian Gannet,Sula serrator serrator
Motacilla aguimp,22718366,African Pied Wagtail,African Wagtail,
Motacilla alba,22718348,White Wagtail,Pied Wagtail and White Wagtail,
Motacilla capensis,22718371,Cape Wagtail,,
Motacilla cinerea,22718392,Grey Wagtail,Gray Wagtail,
Motacilla citreola,22718379,Citrine Wagtail,,
Motacilla clara,22718397,Mountain Wagtail,,
Motacilla flava,103822349,Western Yellow Wagtail,,
Motacilla flaviventris,22718375,Madagascar Wagtail,,
Motacilla grandis,22718360,Japanese Wagtail,,
Motacilla maderaspatensis,22718363,White-browed Wagtail,,
Motacilla samveasnae,22729485,Mekong Wagtail,,
Motacilla tschutschensis,103822471,Eastern Yellow Wagtail,,
Moupinia poecilotis,22716332,Rufous-tailed Babbler,,"Moupina poecilotis poecilotis, Chrysomma poecilotis, Alcippe poecilotis"
Mulleripicus fuliginosus,22727234,Southern Sooty Woodpecker,,
Mulleripicus fulvus,22681575,Ashy Woodpecker,,
Mulleripicus funebris,22727226,Northern Sooty Woodpecker,,
Mulleripicus pulverulentus,22681585,Great Slaty Woodpecker,,
Mundia elpenor,22728746,Ascension Crake,Ascension Flightless Crake,Atlantisia elpenor
Muscicapa adusta,22709255,African Dusky Flycatcher,"Dusky Alseonax, Dusky Flycatcher",
Muscicapa aquatica,22709239,Swamp Flycatcher,Swamp Alseonax,
Muscicapa cassini,22709280,Cassin's Flycatcher,"Cassin's Alseonax, Cassin's Grey Flycatcher",
Muscicapa dauurica,22709207,Asian Brown Flycatcher,Brown Flycatcher,
Muscicapa epulata,22709261,Little Grey Flycatcher,Little Grey Alseonax,
Muscicapa ferruginea,22709223,Ferruginous Flycatcher,,
Muscicapa gambagae,22709196,Gambaga Flycatcher,,
Muscicapa griseisticta,22709200,Grey-streaked Flycatcher,Gray-streaked Flycatcher,
Muscicapa muttui,22709220,Brown-breasted Flycatcher,,
Muscicapa randi,22709211,Ashy-breasted Flycatcher,,
Muscicapa segregata,22709214,Sumba Brown Flycatcher,,
Muscicapa sethsmithi,22709266,Yellow-footed Flycatcher,Yellow-footed Alseonax,
Muscicapa sibirica,22709204,Dark-sided Flycatcher,,
Muscicapa striata,22709192,Spotted Flycatcher,,
Muscigralla brevicauda,22700208,Short-tailed Field-tyrant,"Short-tailed Field Tyrant, Short-tailed Field-Tyrant",
Muscipipra vetula,22700329,Shear-tailed Grey Tyrant,"Shear-tailed Gray-Tyrant, Shear-tailed Grey-tyrant",
Muscisaxicola albifrons,22700193,White-fronted Ground-tyrant,"White-fronted Ground Tyrant, White-fronted Ground-Tyrant",
Muscisaxicola albilora,22700173,White-browed Ground-tyrant,"White-browed Ground Tyrant, White-browed Ground-Tyrant",
Muscisaxicola alpinus,22733758,Plain-capped Ground-tyrant,"Paramo Ground Tyrant, Plain-capped Ground-Tyrant",
Muscisaxicola capistratus,22700152,Cinnamon-bellied Ground-tyrant,"Cinnamon-bellied Ground Tyrant, Cinnamon-bellied Ground-Tyrant",Muscisaxicola capistrata
Muscisaxicola cinereus,22700183,Cinereous Ground-tyrant,"Cinereous Ground Tyrant, Cinereous Ground-Tyrant",Muscisaxicola cinerea
Muscisaxicola flavinucha,22700198,Ochre-naped Ground-tyrant,"Ochre-naped Ground Tyrant, Ochre-naped Ground-Tyrant",
Muscisaxicola fluviatilis,22700137,Little Ground-tyrant,"Little Ground Tyrant, Little Ground-Tyrant",
Muscisaxicola frontalis,22700203,Black-fronted Ground-tyrant,"Black-fronted Ground Tyrant, Black-fronted Ground-Tyrant",
Muscisaxicola griseus,22733765,Taczanowski's Ground-tyrant,"Plain-capped Ground Tyrant, Taczanowski's Ground-Tyrant",
Muscisaxicola juninensis,22700168,Puna Ground-tyrant,"Puna Ground Tyrant, Puna Ground-Tyrant",
Muscisaxicola maclovianus,22700142,Dark-faced Ground-tyrant,"Dark-faced Ground Tyrant, Dark-faced Ground-Tyrant",Muscisaxicola macloviana
Muscisaxicola maculirostris,22700132,Spot-billed Ground-tyrant,"Spot-billed Ground Tyrant, Spot-billed Ground-Tyrant",
Muscisaxicola occipitalis,103683347,Chestnut-naped Ground-tyrant,,
Muscisaxicola rufivertex,103683296,Rufous-naped Ground-tyrant,,
Musophaga rossae,22688391,Ross's Turaco,Lady Ross's Turaco,
Musophaga violacea,22688387,Violet Turaco,,
Myadestes coloratus,22708602,Varied Solitaire,,
Myadestes elisabeth,22708593,Cuban Solitaire,,
Myadestes genibarbis,22708596,Rufous-throated Solitaire,,
Myadestes lanaiensis,22708574,Olomao,"Hawaiian Thrush, Oloma'o",
Myadestes melanops,22708599,Black-faced Solitaire,,
Myadestes myadestinus,22708559,Kamao,"Hawaiian Thrush, Kama'o",
Myadestes obscurus,22708579,Omao,Oma'o,
Myadestes occidentalis,22708590,Brown-backed Solitaire,,
Myadestes palmeri,22708583,Puaiohi,Small Kauai Thrush,
Myadestes ralloides,22708605,Andean Solitaire,,
Myadestes townsendi,22708587,Townsend's Solitaire,,
Myadestes unicolor,22708608,Slate-colored Solitaire,Slate-coloured Solitaire,
Myadestes woahensis,22708564,Amaui,'Amaui,Myadestes oahensis
Mycerobas affinis,22720693,Collared Grosbeak,,
Mycerobas carnipes,22720699,White-winged Grosbeak,,
Mycerobas icterioides,22720690,Black-and-yellow Grosbeak,,
Mycerobas melanozanthos,22720696,Spot-winged Grosbeak,,
Mycteria americana,22697648,Wood Stork,,
Mycteria cinerea,22697651,Milky Stork,,
Mycteria ibis,22697654,Yellow-billed Stork,,
Mycteria leucocephala,22697658,Painted Stork,,
Myiagra albiventris,22707393,Samoan Flycatcher,,
Myiagra alecto,22707409,Shining Flycatcher,,
Myiagra atra,22707368,Biak Flycatcher,"Biak Black Flycatcher, Black Myiagra",
Myiagra azureocapilla,103711173,Azure-crested Flycatcher,,
Myiagra caledonica,22707387,Melanesian Flycatcher,,
Myiagra castaneigularis,103711188,Chestnut-throated Flycatcher,,
Myiagra cervinicauda,22707383,Makira Flycatcher,Ochre-headed Flycatcher,
Myiagra cervinicolor,103711391,Djaul Flycatcher,,
Myiagra cyanoleuca,22707403,Satin Flycatcher,,
Myiagra eichhorni,103711426,Velvet Flycatcher,,
Myiagra erythrops,22707358,Palau Flycatcher,Mangrove Flycatcher,
Myiagra ferrocyanea,22707380,Steel-blue Flycatcher,,
Myiagra freycineti,22707354,Guam Flycatcher,Guam Broadbill,
Myiagra galeata,22707373,Moluccan Flycatcher,Dark-grey Flycatcher,
Myiagra hebetior,103711371,Mussau Flycatcher,,
Myiagra inquieta,103711768,Restless Flycatcher,,
Myiagra nana,103712761,Paperbark Flycatcher,,
Myiagra oceanica,22707362,Chuuk Flycatcher,Oceanic Flycatcher,
Myiagra pluto,22707365,Pohnpei Flycatcher,,
Myiagra rubecula,22707377,Leaden Flycatcher,,
Myiagra ruficollis,22707400,Broad-billed Flycatcher,,
Myiagra vanikorensis,22707390,Vanikoro Flycatcher,,
Myiarchus antillarum,22700455,Puerto Rican Flycatcher,,
Myiarchus apicalis,22700424,Apical Flycatcher,,
Myiarchus barbirostris,22700402,Sad Flycatcher,,
Myiarchus cephalotes,22700418,Pale-edged Flycatcher,,
Myiarchus cinerascens,22700427,Ash-throated Flycatcher,,
Myiarchus crinitus,22700433,Great Crested Flycatcher,,
Myiarchus ferox,22700415,Short-crested Flycatcher,,
Myiarchus magnirostris,22700442,Galapagos Flycatcher,Large-billed Flycatcher,
Myiarchus nugator,22700439,Grenada Flycatcher,,
Myiarchus nuttingi,22700430,Nutting's Flycatcher,,
Myiarchus oberi,22700458,Lesser Antillean Flycatcher,,
Myiarchus panamensis,22700411,Panama Flycatcher,Panamanian Flycatcher,
Myiarchus phaeocephalus,22700421,Sooty-crowned Flycatcher,,
Myiarchus sagrae,22700449,La Sagra's Flycatcher,,
Myiarchus semirufus,22700393,Rufous Flycatcher,,
Myiarchus stolidus,22700452,Stolid Flycatcher,,
Myiarchus swainsoni,22700405,Swainson's Flycatcher,,
Myiarchus tuberculifer,22700399,Dusky-capped Flycatcher,,
Myiarchus tyrannulus,22700436,Brown-crested Flycatcher,,
Myiarchus validus,22700446,Rufous-tailed Flycatcher,,
Myiarchus venezuelensis,22700408,Venezuelan Flycatcher,,
Myiarchus yucatanensis,22700396,Yucatan Flycatcher,,
Myiobius atricaudus,22699726,Black-tailed Flycatcher,Black-tailed Myiobius,
Myiobius barbatus,22731980,Whiskered Flycatcher,"Bearded Flycatcher, Whiskered Myiobius",
Myiobius sulphureipygius,22731699,Sulphur-rumped Flycatcher,Sulphur-rumped Myiobius,
Myiobius villosus,22699717,Tawny-breasted Flycatcher,Tawny-breasted Myiobius,
Myioborus albifacies,22721925,White-faced Whitestart,White-faced Redstart,
Myioborus albifrons,22721947,White-fronted Whitestart,White-fronted Redstart,
Myioborus brunniceps,22721915,Brown-capped Whitestart,Brown-capped Redstart,
Myioborus cardonai,22721929,Guaiquinima Whitestart,"Guaiquinima Whtestart, Saffron-breasted Redstart",
Myioborus castaneocapilla,22721902,Tepui Whitestart,Tepui Redstart,"Myioborus castaneocapillus castaneocapillus, Myioborus castaneocapillus"
Myioborus chrysops,103804115,Golden-fronted Whitestart,,
Myioborus flavivertex,22721951,Yellow-crowned Whitestart,Yellow-crowned Redstart,
Myioborus melanocephalus,22721938,Spectacled Whitestart,"Spectacled Redstart, Spectacled Whirtestart",
Myioborus miniatus,22721898,Slate-throated Whitestart,Slate-throated Redstart,
Myioborus ornatus,103804095,Yellow-fronted Whitestart,,
Myioborus pariae,22721919,Paria Whitestart,"Paria Redstart, Yellow-faced Redstart, Yellow-faced Whitestart",
Myioborus pictus,22721894,Painted Whitestart,Painted Redstart,
Myioborus torquatus,22721934,Collared Whitestart,Collared Redstart,
Myiodynastes bairdii,22700569,Baird's Flycatcher,,Myiodynastes bairdi bairdi
Myiodynastes chrysocephalus,131366585,Golden-crowned Flycatcher,,
Myiodynastes hemichrysus,131358269,Golden-bellied Flycatcher,,Myiodynastes hemichrysus
Myiodynastes luteiventris,22700580,Sulphur-bellied Flycatcher,,
Myiodynastes maculatus,103682222,Northern Streaked Flycatcher,,
Myiodynastes solitarius,22731714,Southern Streaked Flycatcher,Solitary Flycatcher,
Myiomela cambodiana,22734062,Cambodian Blue Robin,Cambodian White-tailed Robin,
Myiomela diana,22710114,Sunda Blue Robin,Sunda Robin,Cinclidium diana
Myiomela leucura,103768823,White-tailed Blue Robin,,Cinclidium leucurum
Myiopagis caniceps,103681536,Atlantic Grey Elaenia,,
Myiopagis cinerea,103681580,Amazonian Grey Elaenia,,
Myiopagis cotta,22699245,Small Jamaican Elaenia,Jamaican Elaenia,
Myiopagis flavivertex,22699242,Yellow-crowned Elaenia,,
Myiopagis gaimardii,22699230,Forest Elaenia,,
Myiopagis olallai,22729451,Foothill Elaenia,,
Myiopagis parambae,103681584,Choco Grey Elaenia,,
Myiopagis subplacens,22699239,Pacific Elaenia,,
Myiopagis viridicata,22699248,Greenish Elaenia,,
Myiophobus crypterythrus,103682414,Mouse-grey Flycatcher,,
Myiophobus cryptoxanthus,22699708,Olive-chested Flycatcher,,
Myiophobus fasciatus,103682408,Bran-colored Flycatcher,,
Myiophobus flavicans,22699668,Flavescent Flycatcher,,
Myiophobus inornatus,22699674,Unadorned Flycatcher,,
Myiophobus phoenicomitra,22699671,Orange-crested Flycatcher,,
Myiophobus roraimae,22699677,Roraiman Flycatcher,,
Myiophobus rufescens,103682419,Rufescent Flycatcher,,
Myiopsitta luchsi,45427286,Cliff Parakeet,,
Myiopsitta monachus,45427277,Monk Parakeet,,
Myiornis albiventris,22699534,White-bellied Pygmy-tyrant,"White-bellied Pygmy Tyrant, White-bellied Pygmy-Tyrant",
Myiornis atricapillus,22699544,Black-capped Pygmy-tyrant,"Black-capped Pygmy Tyrant, Black-capped Pygmy-Tyrant",
Myiornis auricularis,22699539,Eared Pygmy-tyrant,"Eared Pygmy Tyrant, Eared Pygmy-Tyrant",
Myiornis ecaudatus,22699549,Short-tailed Pygmy-tyrant,"Short-tailed Pygmy Tyrant, Short-tailed Pygmy-Tyrant",
Myiotheretes fumigatus,22699997,Smoky Bush-tyrant,"Smoky Bush Tyrant, Smoky Bush-Tyrant",
Myiotheretes fuscorufus,22700002,Rufous-bellied Bush-tyrant,"Rufous-bellied Bush Tyrant, Rufous-bellied Bush-Tyrant",
Myiotheretes pernix,22699992,Santa Marta Bush-tyrant,"Santa Marta Bush Tyrant, Santa Marta Bush-Tyrant",
Myiotheretes striaticollis,22699987,Streak-throated Bush-tyrant,"Streak-throated Bush Tyrant, Streak-throated Bush-Tyrant",
Myiothlypis basilica,22721982,Santa Marta Warbler,,Basileuterus basilicus
Myiothlypis bivittata,103799746,Two-banded Warbler,,
Myiothlypis chlorophrys,103800433,Choco Warbler,,
Myiothlypis chrysogaster,103799796,Golden-bellied Warbler,,
Myiothlypis cinereicollis,22721985,Grey-throated Warbler,Gray-throated Warbler,Basileuterus cinereicollis
Myiothlypis conspicillata,22721989,White-lored Warbler,,Basileuterus conspicillatus
Myiothlypis coronata,22721992,Russet-crowned Warbler,,Basileuterus coronatus
Myiothlypis euophrys,105296143,Bolivian Citrine Warbler,,
Myiothlypis flaveola,22722038,Flavescent Warbler,,Basileuterus flaveolus
Myiothlypis fraseri,22721958,Grey-and-gold Warbler,Gray-and-gold Warbler,Basileuterus fraseri
Myiothlypis fulvicauda,22722041,Buff-rumped Warbler,,"Basileuterus fulvicauda fulvicauda, Phaeothlypis fulvicauda"
Myiothlypis leucoblephara,22722031,White-rimmed Warbler,White-browed Warbler,Basileuterus leucoblepharus
Myiothlypis leucophrys,22722035,White-striped Warbler,,Basileuterus leucophrys
